Time (s),NeckFlEx,HeadSideTilt,NeckTors,AngleTorsoTilt,AngleTorsoSideTilt,AngleBackCurve,AngleShoulderAbAdLeft, AngleShoulderFlExLeft,UpArmRotLeft,AngleElbowLeft,AngleLowArmProSupLeft,HandFlExLeft,AngleHandRadDuctLeft,AngleLegLeft,ShoulderAbAdRight,AngleShoulderFlExRight,AngleUpArmRotRight,ElbowRight,AngleLowArmProSupRight,AngleHandFlExRight,HandRadDuctRight,LegRight
0,-156.2355,-97.50842,-2.200745,-214.8927,1.374451,4.545624,-187.0938,1.137976,-3.872025,4.90892,9.999015,-0.02761841,1.062543,-20.92056,-186.2188,9.08667,-4.305511,4.789383,-0.01619313,-0.2488098,-1.964111,-22.26522
0,-156.2355,-97.50842,-2.200745,-214.8927,1.374451,4.545624,-187.0938,1.137976,-3.872025,4.90892,9.999015,-0.02761841,1.062543,-20.92056,-186.2188,9.08667,-4.305511,4.789383,-0.01619313,-0.2488098,-1.964111,-22.26522
0,-156.2355,-97.50842,-2.200745,-214.8927,1.374451,4.545624,-187.0938,1.137976,-3.872025,4.90892,9.999015,-0.02761841,1.062543,-20.92056,-186.2188,9.08667,-4.305511,4.789383,-0.01619313,-0.2488098,-1.964111,-22.26522
0,-156.2355,-97.50842,-2.200745,-214.8927,1.374451,4.545624,-187.0938,1.137976,-3.872025,4.90892,9.999015,-0.02761841,1.062543,-20.92056,-186.2188,9.08667,-4.305511,4.789383,-0.01619313,-0.2488098,-1.964111,-22.26522
0,-156.2355,-97.50842,-2.200745,-214.8927,1.374451,4.545624,-187.0938,1.137976,-3.872025,4.90892,9.999015,-0.02761841,1.062543,-20.92056,-186.2188,9.08667,-4.305511,4.789383,-0.01619313,-0.2488098,-1.964111,-22.26522
0,-156.2355,-97.50842,-2.200745,-214.8927,1.374451,4.545624,-187.0938,1.137976,-3.872025,4.90892,9.999015,-0.02761841,1.062543,-20.92056,-186.2188,9.08667,-4.305511,4.789383,-0.01619313,-0.2488098,-1.964111,-22.26522
0,-156.2355,-97.50842,-2.200745,-214.8927,1.374451,4.545624,-187.0938,1.137976,-3.872025,4.90892,9.999015,-0.02761841,1.062543,-20.92056,-186.2188,9.08667,-4.305511,4.789383,-0.01619313,-0.2488098,-1.964111,-22.26522
0,-156.2355,-97.50842,-2.200745,-214.8927,1.374451,4.545624,-187.0938,1.137976,-3.872025,4.90892,9.999015,-0.02761841,1.062543,-20.92056,-186.2188,9.08667,-4.305511,4.789383,-0.01619313,-0.2488098,-1.964111,-22.26522
0,-156.2355,-97.50842,-2.200745,-214.8927,1.374451,4.545624,-187.0938,1.137976,-3.872025,4.90892,9.999015,-0.02761841,1.062543,-20.92056,-186.2188,9.08667,-4.305511,4.789383,-0.01619313,-0.2488098,-1.964111,-22.26522
0,-156.2355,-97.50842,-2.200745,-214.8927,1.374451,4.545624,-187.0938,1.137976,-3.872025,4.90892,9.999015,-0.02761841,1.062543,-20.92056,-186.2188,9.08667,-4.305511,4.789383,-0.01619313,-0.2488098,-1.964111,-22.26522
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
0,-157.5747,-90,-2.45E-27,-215.0452,-7.63E-06,-187.7517,0,10.00003,3.41E-06,0.000421764,-12.98413,-187.7494,0,-0.000672774,-12.98367,,,,,,,
0,-157.5747,-90,-2.45E-27,-215.0452,-7.63E-06,-187.7517,0,10.00003,3.41E-06,0.000421764,-12.98413,-187.7494,0,-0.000672774,-12.98367,,,,,,,
0,-153.16,-89.83479,-4.827423,-214.6963,2.365913,-179.2738,3.758377,10.48605,-0.9946289,-12.5574,-27.40646,-190.1722,6.003021,-6.485718,-22.41778,,,,,,,
0,-151.1007,-89.02755,-2.22229,-214.3525,2.428589,-177.0724,3.377884,10.18456,-0.6925354,-7.139343,-25.59663,-185.9779,0.1440125,-7.273804,-21.26156,,,,,,,
0,-150.7852,-89.02988,-2.221008,-214.2223,2.479332,-177.6974,3.702957,10.0712,-0.4437866,-4.35257,-25.43272,-186.279,0.8178101,-3.30722,-21.23319,,,,,,,
0,-150.7449,-89.04342,-2.237976,-214.2068,2.488129,-177.7762,3.797195,10.06053,-0.4108276,-3.999725,-25.40418,-186.3818,0.9134369,-2.798187,-21.2323,,,,,,,
0,-150.7082,-89.09122,-2.258575,-214.1826,2.495995,-177.9343,3.927658,10.04032,-0.3379517,-3.231384,-25.35595,-186.6169,1.053513,-1.733978,-21.24153,,,,,,,
0,-150.6977,-89.1028,-2.266632,-214.1723,2.49794,-177.9845,3.98291,10.03563,-0.3192749,-3.035583,-25.3364,-186.6796,1.113998,-1.468872,-21.24178,,,,,,,
0,-150.6906,-89.10958,-2.273438,-214.1633,2.49913,-178.0219,4.031677,10.03304,-0.3076782,-2.914734,-25.31956,-186.7204,1.168015,-1.309296,-21.24054,,,,,,,
0,-150.6807,-89.11905,-2.282928,-214.1508,2.500839,-178.0741,4.102737,10.02941,-0.2915344,-2.74649,-25.296,-186.7771,1.24646,-1.087128,-21.23887,,,,,,,
0,-150.6746,-89.13287,-2.290588,-214.1404,2.501564,-178.1126,4.161087,10.02578,-0.2726746,-2.547821,-25.27687,-186.8418,1.310898,-0.8522339,-21.23587,,,,,,,
0,-150.6708,-89.1521,-2.297943,-214.1301,2.501869,-178.1464,4.217697,10.02168,-0.2492065,-2.299011,-25.2584,-186.9214,1.373016,-0.5754089,-21.23154,,,,,,,
0,-150.6671,-89.17075,-2.305145,-214.1201,2.502052,-178.1792,4.274841,10.01767,-0.2263184,-2.056274,-25.24037,-186.999,1.43573,-0.3052673,-21.2273,,,,,,,
0,-150.6628,-89.19164,-2.313171,-214.1089,2.502342,-178.216,4.341217,10.01319,-0.2007141,-1.784912,-25.22023,-187.0857,1.50766,-0.003280106,-21.2226,,,,,,,
0,-150.6621,-89.20779,-2.319153,-214.0984,2.502251,-178.237,4.401703,10.01151,-0.1878357,-1.64212,-25.20243,-187.157,1.572464,0.2294274,-21.21869,,,,,,,
0,-150.6614,-89.22494,-2.325531,-214.087,2.502014,-178.2589,4.468735,10.00981,-0.1745605,-1.494049,-25.18335,-187.2334,1.64389,0.4777004,-21.21452,,,,,,,
0,-150.6628,-89.25385,-2.338867,-214.0686,2.500275,-178.2954,4.657028,10.00705,-0.1527405,-1.250946,-25.14626,-187.3563,1.842484,0.8852584,-21.21041,,,,,,,
0,-150.6654,-89.2545,-2.341522,-214.0688,2.498924,-178.2959,4.728577,10.00704,-0.1527405,-1.250946,-25.14082,-187.3541,1.91713,0.8852584,-21.21291,,,,,,,
0,-150.6678,-89.25516,-2.344147,-214.069,2.497589,-178.2963,4.800888,10.00704,-0.1527405,-1.250946,-25.13548,-187.3519,1.992233,0.885252,-21.21538,,,,,,,
0,-150.6703,-89.2638,-2.345764,-214.0607,2.496468,-178.3015,4.871414,10.00627,-0.1394043,-1.091003,-25.12161,-187.3846,2.065536,0.9195743,-21.21419,,,,,,,
0,-150.6731,-89.28447,-2.346008,-214.0399,2.495667,-178.3135,4.945145,10.00428,-0.1062012,-0.693634,-25.0947,-187.4687,2.141647,1.00481,-21.20781,,,,,,,
0,-150.6759,-89.30296,-2.346222,-214.0212,2.494934,-178.3243,5.011597,10.00252,-0.07653809,-0.3384399,-25.07071,-187.5439,2.210358,1.081025,-21.20214,,,,,,,
0,-150.6792,-89.3262,-2.346497,-213.9977,2.494072,-178.3379,5.095886,10.00029,-0.03933716,0.1067856,-25.04083,-187.638,2.297119,1.17654,-21.19501,,,,,,,
0,-150.6829,-89.33887,-2.347046,-213.9836,2.493126,-178.35,5.165466,10.00019,-0.01739502,0.38929,-25.02222,-187.6742,2.368942,1.162588,-21.19114,,,,,,,
0,-150.687,-89.34955,-2.347717,-213.9709,2.492157,-178.3629,5.237839,10.00073,0.001968842,0.6492712,-25.00533,-187.6958,2.443436,1.112619,-21.18791,,,,,,,
0,-150.6928,-89.36436,-2.348724,-213.9532,2.490829,-178.3806,5.338364,10.00148,0.02876165,1.008931,-24.98226,-187.7257,2.546921,1.043487,-21.18335,,,,,,,
0,-150.6973,-89.37464,-2.348877,-213.9411,2.489624,-178.3944,5.416122,10.00211,0.0463172,1.246103,-24.96633,-187.7477,2.626816,0.9907038,-21.18097,,,,,,,
0,-150.7017,-89.38177,-2.347565,-213.9333,2.488342,-178.4077,5.490219,10.00286,0.05541504,1.373666,-24.95562,-187.766,2.703049,0.9421347,-21.18134,,,,,,,
0,-150.7065,-89.38922,-2.346222,-213.9253,2.487114,-178.4214,5.566544,10.00364,0.06481462,1.505471,-24.9447,-187.7849,2.781921,0.891973,-21.18169,,,,,,,
0,-150.7112,-89.39657,-2.344879,-213.9172,2.485748,-178.435,5.642334,10.00441,0.07421152,1.636996,-24.93409,-187.8038,2.860123,0.8418831,-21.18204,,,,,,,
0,-150.7151,-89.4051,-2.342255,-213.9094,2.484573,-178.4506,5.71254,10.00579,0.0861233,1.806538,-24.92428,-187.8297,2.932846,0.7609469,-21.18299,,,,,,,
0,-150.7191,-89.41521,-2.338409,-213.9013,2.483521,-178.4685,5.783295,10.0077,0.1007557,2.015932,-24.91451,-187.8625,3.006287,0.6515636,-21.18444,,,,,,,
0,-150.7233,-89.42564,-2.334381,-213.8929,2.482323,-178.4872,5.856277,10.00967,0.1159502,2.233771,-24.90458,-187.8967,3.08223,0.5377896,-21.1859,,,,,,,
0,-150.7281,-89.43747,-2.329865,-213.8832,2.481026,-178.5084,5.937988,10.0119,0.1332016,2.480934,-24.8936,-187.9353,3.167664,0.4086853,-21.18755,,,,,,,
0,-150.7317,-89.44611,-2.324066,-213.8745,2.479828,-178.5229,6.00528,10.01389,0.144549,2.644088,-24.8842,-187.9644,3.23822,0.3285902,-21.18896,,,,,,,
0,-150.7359,-89.4561,-2.317017,-213.864,2.478416,-178.5394,6.082916,10.01625,0.1574477,2.829447,-24.87342,-187.9979,3.320236,0.2385164,-21.19062,,,,,,,
0,-150.7397,-89.4651,-2.310669,-213.8546,2.477272,-178.5542,6.151337,10.01835,0.1689919,2.995866,-24.8641,-188.028,3.392868,0.1576597,-21.19208,,,,,,,
0,-150.744,-89.47322,-2.302917,-213.8444,2.475838,-178.5687,6.225723,10.0203,0.1794431,3.145838,-24.85443,-188.0544,3.472305,0.09050682,-21.19582,,,,,,,
0,-150.7482,-89.47707,-2.292786,-213.8344,2.474068,-178.5795,6.304123,10.02141,0.1846983,3.220558,-24.84539,-188.0652,3.556885,0.07465079,-21.2053,,,,,,,
0,-150.753,-89.48156,-2.281158,-213.8229,2.471985,-178.5919,6.391479,10.02271,0.1907689,3.306666,-24.83556,-188.0777,3.651993,0.05638449,-21.21619,,,,,,,
0,-150.757,-89.48666,-2.269135,-213.812,2.469971,-178.6024,6.468872,10.02418,0.1974472,3.400933,-24.82674,-188.0937,3.737427,0.04301765,-21.22439,,,,,,,
0,-150.7603,-89.49313,-2.255127,-213.8009,2.467606,-178.6112,6.542084,10.02615,0.2058565,3.518891,-24.81796,-188.1166,3.819427,0.03569204,-21.22935,,,,,,,
0,-150.7629,-89.49823,-2.243896,-213.792,2.46566,-178.6183,6.598236,10.02774,0.2126127,3.613407,-24.81136,-188.135,3.883224,0.0298576,-21.23331,,,,,,,
0,-150.7655,-89.50319,-2.233032,-213.7833,2.463806,-178.625,6.65033,10.02926,0.2191402,3.704851,-24.80532,-188.1528,3.943375,0.02430217,-21.23706,,,,,,,
0,-150.7671,-89.50319,-2.22287,-213.7752,2.4608,-178.6301,6.70047,10.03016,0.2227861,3.749833,-24.79953,-188.1698,4.002228,0.07328593,-21.23859,,,,,,,
0,-150.7691,-89.50316,-2.212616,-213.7671,2.45768,-178.6352,6.748337,10.03103,0.2264577,3.795008,-24.79408,-188.1868,4.059509,0.1225162,-21.2399,,,,,,,
0,-150.7728,-89.50143,-2.184662,-213.7464,2.448517,-178.6483,6.871033,10.03281,0.2345042,3.880439,-24.78229,-188.223,4.213287,0.2695136,-21.2398,,,,,,,
0,-150.7733,-89.49994,-2.176086,-213.7409,2.445282,-178.6518,6.906647,10.03305,0.2358963,3.886144,-24.77949,-188.2284,4.260712,0.3213091,-21.23783,,,,,,,
0,-150.7741,-89.49831,-2.166107,-213.7345,2.441582,-178.656,6.944214,10.03328,0.2375501,3.892792,-24.77625,-188.2347,4.313065,0.381652,-21.2354,,,,,,,
0,-150.7738,-89.4976,-2.156464,-213.73,2.437508,-178.661,6.973297,10.03333,0.2386234,3.883468,-24.77402,-188.2455,4.356079,0.4654603,-21.23899,,,,,,,
0,-150.7729,-89.49765,-2.145203,-213.7261,2.432411,-178.6677,7.000763,10.0332,0.2394388,3.858947,-24.77219,-188.2622,4.399033,0.5853646,-21.24828,,,,,,,
0,-150.7717,-89.49767,-2.132935,-213.722,2.426819,-178.6749,7.025757,10.03307,0.2403143,3.83226,-24.77017,-188.2804,4.442322,0.7157087,-21.25822,,,,,,,
0,-150.7706,-89.49774,-2.120178,-213.7181,2.421318,-178.683,7.045441,10.03287,0.2408763,3.802645,-24.76848,-188.2981,4.481125,0.8410092,-21.26666,,,,,,,
0,-150.7701,-89.49911,-2.102905,-213.7161,2.416748,-178.6973,7.059692,10.03225,0.2392046,3.750369,-24.76888,-188.3141,4.51445,0.9414036,-21.26652,,,,,,,
0,-150.7696,-89.50052,-2.084747,-213.714,2.411911,-178.7123,7.06926,10.03162,0.2374866,3.695497,-24.76931,-188.3309,4.543976,1.046792,-21.26617,,,,,,,
0,-150.7693,-89.50199,-2.067413,-213.7119,2.40741,-178.7267,7.072952,10.03099,0.2358087,3.643009,-24.76969,-188.3469,4.567551,1.147584,-21.26574,,,,,,,
0,-150.7718,-89.5031,-2.040222,-213.7103,2.40123,-178.7447,7.070297,10.02894,0.2290729,3.496384,-24.77365,-188.3644,4.589096,1.220355,-21.26967,,,,,,,
0,-150.7746,-89.50401,-2.013977,-213.7089,2.395363,-178.7615,7.061188,10.02682,0.2220118,3.346153,-24.77794,-188.3802,4.603821,1.279092,-21.27407,,,,,,,
0,-150.7769,-89.50481,-1.990936,-213.7077,2.390221,-178.7761,7.047485,10.02496,0.2157935,3.214038,-24.78163,-188.3942,4.612732,1.330766,-21.27772,,,,,,,
0,-150.7818,-89.50627,-1.97168,-213.7061,2.384773,-178.7859,7.024231,10.02297,0.2075507,3.07064,-24.78698,-188.4098,4.618805,1.35605,-21.28317,,,,,,,
0,-150.7895,-89.50832,-1.952332,-213.7039,2.378014,-178.7932,6.981705,10.02052,0.1962448,2.893708,-24.79458,-188.4293,4.619476,1.364139,-21.29091,,,,,,,
0,-150.7978,-89.51071,-1.935181,-213.7019,2.371712,-178.7983,6.925339,10.0183,0.1857928,2.730392,-24.80204,-188.4466,4.61261,1.370539,-21.29829,,,,,,,
0,-150.811,-89.51599,-1.922577,-213.7002,2.365982,-178.7942,6.829498,10.01638,0.1760313,2.576096,-24.81173,-188.4593,4.592957,1.371099,-21.30753,,,,,,,
0,-150.8224,-89.52128,-1.912445,-213.6995,2.361511,-178.7914,6.729828,10.01415,0.1631563,2.376033,-24.81966,-188.4685,4.568314,1.382453,-21.31439,,,,,,,
0,-150.8307,-89.52654,-1.906006,-213.7,2.358963,-178.7906,6.648621,10.01151,0.1462491,2.117115,-24.8251,-188.4728,4.546997,1.408422,-21.31825,,,,,,,
0,-150.8376,-89.53091,-1.900635,-213.7005,2.356812,-178.7898,6.573425,10.0093,0.1320656,1.900178,-24.82961,-188.4764,4.526703,1.430161,-21.32135,,,,,,,
0,-150.8465,-89.53654,-1.893372,-213.7015,2.354088,-178.7908,6.467239,10.00669,0.1121056,1.600804,-24.83576,-188.4796,4.497757,1.443945,-21.32436,,,,,,,
0,-150.8542,-89.54176,-1.886169,-213.7035,2.351807,-178.7953,6.369247,10.00479,0.09041419,1.287624,-24.84217,-188.4795,4.468964,1.427857,-21.32529,,,,,,,
0,-150.8614,-89.54671,-1.879486,-213.7053,2.349716,-178.7996,6.278915,10.003,0.07026532,0.9963552,-24.84805,-188.4794,4.440201,1.412882,-21.32608,,,,,,,
0,-150.8701,-89.55215,-1.871521,-213.7078,2.347054,-178.8056,6.165939,10.00127,0.04846194,0.6602226,-24.85505,-188.4769,4.401428,1.36172,-21.32816,,,,,,,
0,-150.8778,-89.55589,-1.864716,-213.711,2.344299,-178.8134,6.054398,10.00076,0.03486311,0.394426,-24.86136,-188.4691,4.360443,1.237465,-21.33314,,,,,,,
0,-150.8853,-89.55952,-1.858154,-213.7141,2.341743,-178.8209,5.948273,10.00027,0.02176782,0.1386397,-24.86729,-188.4616,4.319138,1.117913,-21.33771,,,,,,,
0,-150.9024,-89.56332,-1.845245,-213.7221,2.334846,-178.8315,5.703888,10.00013,-0.01550293,-0.08050537,-24.88243,-188.428,4.216812,0.9058737,-21.34399,,,,,,,
0,-150.9084,-89.56432,-1.840912,-213.725,2.332405,-178.8347,5.619843,10.00018,-0.02911377,-0.1358032,-24.88774,-188.4149,4.179871,0.8343902,-21.34568,,,,,,,
0,-150.9167,-89.56349,-1.8367,-213.7283,2.329643,-178.8361,5.520691,10.00117,-0.04943848,-0.4169006,-24.89566,-188.393,4.1353,0.6688841,-21.34786,,,,,,,
0,-150.9237,-89.56288,-1.833221,-213.7312,2.327362,-178.837,5.438431,10.00199,-0.0664978,-0.6528931,-24.90221,-188.3746,4.097778,0.5299384,-21.34962,,,,,,,
0,-150.9307,-89.56218,-1.829773,-213.734,2.325081,-178.8381,5.358658,10.0028,-0.08325195,-0.8843994,-24.90857,-188.3567,4.060852,0.3936259,-21.35113,,,,,,,
0,-150.9372,-89.56112,-1.827148,-213.736,2.323586,-178.838,5.288574,10.00363,-0.09408569,-1.012268,-24.91402,-188.3404,4.028366,0.3256378,-21.35326,,,,,,,
0,-150.9455,-89.55967,-1.823883,-213.7385,2.321877,-178.8373,5.199081,10.00467,-0.1070251,-1.156403,-24.92129,-188.3194,3.986877,0.2521415,-21.3561,,,,,,,
0,-150.9524,-89.55849,-1.821289,-213.7404,2.320488,-178.8369,5.128662,10.00553,-0.1173401,-1.270966,-24.92718,-188.3027,3.954269,0.1937713,-21.3582,,,,,,,
0,-150.9603,-89.55734,-1.818359,-213.743,2.31913,-178.836,5.046524,10.00771,-0.1360474,-1.481079,-24.93432,-188.2833,3.916672,0.1104008,-21.36181,,,,,,,
0,-150.9677,-89.55656,-1.815887,-213.7457,2.318153,-178.8346,4.971603,10.01122,-0.1619568,-1.772644,-24.94121,-188.2662,3.882767,0.01468469,-21.3665,,,,,,,
0,-150.9757,-89.55576,-1.813171,-213.7486,2.317177,-178.8332,4.890289,10.01512,-0.1904907,-2.093719,-24.94895,-188.2471,3.846741,-0.09069824,-21.37155,,,,,,,
0,-150.9831,-89.55495,-1.810669,-213.7516,2.316208,-178.8316,4.815155,10.01907,-0.2172852,-2.396942,-24.95631,-188.2293,3.814285,-0.1887512,-21.37581,,,,,,,
0,-150.989,-89.5548,-1.808716,-213.7555,2.315826,-178.8295,4.751709,10.02416,-0.2407837,-2.671783,-24.96315,-188.2137,3.78775,-0.2694397,-21.37764,,,,,,,
0,-150.996,-89.55453,-1.806427,-213.7599,2.315315,-178.8271,4.679474,10.03003,-0.2679443,-2.989502,-24.9712,-188.1956,3.758484,-0.3627625,-21.3797,,,,,,,
0,-151.0056,-89.55428,-1.803253,-213.7663,2.314766,-178.8237,4.579666,10.03833,-0.3061218,-3.435791,-24.98258,-188.1702,3.720581,-0.493988,-21.38226,,,,,,,
0,-151.011,-89.55405,-1.801239,-213.7716,2.314735,-178.8199,4.515366,10.04582,-0.3316345,-3.728729,-24.99153,-188.1544,3.697723,-0.5848999,-21.37792,,,,,,,
0,-151.0168,-89.55384,-1.799103,-213.7772,2.314758,-178.8159,4.448273,10.05379,-0.3586731,-4.039398,-25.00106,-188.1376,3.675461,-0.6813049,-21.37323,,,,,,,
0,-151.0222,-89.55367,-1.797058,-213.7825,2.314774,-178.8122,4.385162,10.06138,-0.3844299,-4.335358,-25.01015,-188.1216,3.656448,-0.7731018,-21.36871,,,,,,,
0,-151.0284,-89.55284,-1.79422,-213.7904,2.314911,-178.806,4.299881,10.06926,-0.4092407,-4.61618,-25.02284,-188.1015,3.633774,-0.8618774,-21.37203,,,,,,,
0,-151.0328,-89.55199,-1.791901,-213.7971,2.31514,-178.8004,4.232346,10.07421,-0.4234924,-4.774109,-25.03318,-188.0862,3.618759,-0.9131165,-21.37981,,,,,,,
0,-151.0373,-89.55116,-1.789429,-213.8041,2.315445,-178.7943,4.161652,10.07955,-0.4387512,-4.943024,-25.04414,-188.0698,3.606201,-0.967926,-21.38811,,,,,,,
0,-151.0404,-89.54972,-1.787048,-213.8108,2.315674,-178.7881,4.097443,10.08749,-0.4594421,-5.167114,-25.05476,-188.0564,3.598038,-1.039032,-21.39257,,,,,,,
0,-151.0426,-89.54772,-1.784393,-213.8179,2.315948,-178.781,4.030411,10.09848,-0.4870911,-5.463501,-25.06648,-188.0435,3.593079,-1.132172,-21.39458,,,,,,,
0,-151.0444,-89.54605,-1.782288,-213.8236,2.316017,-178.7753,3.978775,10.1072,-0.5088501,-5.696869,-25.07561,-188.0334,3.592102,-1.205536,-21.3962,,,,,,,
0,-151.0464,-89.54369,-1.779877,-213.8305,2.316223,-178.7681,3.91571,10.11674,-0.5325317,-5.94989,-25.08667,-188.022,3.594772,-1.282898,-21.39677,,,,,,,
0,-151.0468,-89.54069,-1.778442,-213.8358,2.316154,-178.7619,3.867508,10.12084,-0.5417786,-6.045685,-25.09476,-188.0166,3.597763,-1.305481,-21.39342,,,,,,,
0,-151.0473,-89.53659,-1.776581,-213.8429,2.316032,-178.7536,3.804871,10.12627,-0.5540771,-6.173279,-25.10532,-188.0093,3.601746,-1.335602,-21.38894,,,,,,,
0,-151.048,-89.53232,-1.774597,-213.8505,2.315956,-178.7448,3.740204,10.1321,-0.5671692,-6.309021,-25.11638,-188.0014,3.605759,-1.367523,-21.38427,,,,,,,
0,-151.0484,-89.51518,-1.774292,-213.8801,2.314819,-178.7181,3.570663,10.15416,-0.6130981,-6.788849,-25.15394,-187.9428,3.616989,-1.459747,-21.39788,,,,,,,
0,-151.0482,-89.51076,-1.775177,-213.8895,2.314346,-178.7109,3.529022,10.16125,-0.6268311,-6.929901,-25.16463,-187.9282,3.62001,-1.4646,-21.40379,,,,,,,
0,-151.0478,-89.50409,-1.776611,-213.9035,2.31356,-178.7001,3.469894,10.17184,-0.6471863,-7.138855,-25.18014,-187.9068,3.624008,-1.470154,-21.41263,,,,,,,
0,-151.0473,-89.49686,-1.778351,-213.9189,2.312492,-178.6889,3.405014,10.18324,-0.6690063,-7.363342,-25.19654,-187.8841,3.628769,-1.474976,-21.42182,,,,,,,
0,-151.0466,-89.49294,-1.780823,-213.9285,2.310951,-178.6856,3.346085,10.18896,-0.6792297,-7.470886,-25.20575,-187.8749,3.633026,-1.46875,-21.42308,,,,,,,
0,-151.0459,-89.48991,-1.782776,-213.936,2.309738,-178.6832,3.302689,10.19338,-0.6871338,-7.553894,-25.21242,-187.8679,3.636307,-1.463898,-21.4241,,,,,,,
0,-151.0454,-89.48772,-1.784637,-213.9408,2.308304,-178.681,3.263214,10.19642,-0.6925659,-7.610931,-25.21638,-187.8636,3.639481,-1.460785,-21.42438,,,,,,,
0,-151.0442,-89.4874,-1.786957,-213.9397,2.306114,-178.6793,3.222153,10.19641,-0.6925659,-7.610931,-25.21428,-187.8663,3.642715,-1.461487,-21.42262,,,,,,,
0,-151.0436,-89.48706,-1.788818,-213.9388,2.304245,-178.678,3.190094,10.19641,-0.6925659,-7.610931,-25.21231,-187.8685,3.645401,-1.462036,-21.42112,,,,,,,
0,-151.0425,-89.48576,-1.791656,-213.9435,2.301903,-178.6745,3.147659,10.19909,-0.6968689,-7.65799,-25.21465,-187.8696,3.648941,-1.463409,-21.41987,,,,,,,
0,-151.0417,-89.47663,-1.797302,-213.9951,2.299889,-178.6588,3.094513,10.223,-0.7356873,-8.081146,-25.25988,-187.8561,3.653824,-1.469879,-21.42443,,,,,,,
0,-151.0409,-89.4685,-1.80246,-214.0402,2.297806,-178.645,3.04921,10.24382,-0.7693787,-8.448914,-25.29815,-187.8445,3.658264,-1.476318,-21.42841,,,,,,,
0,-151.0402,-89.46654,-1.805206,-214.0465,2.295532,-178.643,3.022263,10.24617,-0.7729187,-8.48877,-25.30166,-187.844,3.661102,-1.482849,-21.42906,,,,,,,
0,-151.0394,-89.46438,-1.808258,-214.0536,2.293045,-178.6407,2.995056,10.24879,-0.7767944,-8.532623,-25.30496,-187.8435,3.664047,-1.490021,-21.42972,,,,,,,
0,-151.0388,-89.46262,-1.810699,-214.0594,2.291039,-178.6389,2.97467,10.2509,-0.7799377,-8.568024,-25.30729,-187.843,3.666458,-1.495819,-21.43024,,,,,,,
0,-151.0385,-89.46159,-1.812988,-214.0714,2.28952,-178.6423,2.956314,10.25355,-0.7834167,-8.607513,-25.31621,-187.8439,3.668808,-1.50769,-21.43289,,,,,,,
0,-151.0381,-89.46052,-1.815735,-214.0872,2.287743,-178.6475,2.935852,10.25689,-0.7876587,-8.656281,-25.32778,-187.8452,3.67157,-1.523224,-21.43652,,,,,,,
0,-151.0378,-89.45968,-1.81781,-214.0994,2.286392,-178.6515,2.921738,10.25944,-0.7909241,-8.693726,-25.33633,-187.8462,3.673706,-1.535187,-21.43926,,,,,,,
0,-151.0374,-89.45914,-1.819824,-214.1121,2.285118,-178.6542,2.908722,10.26184,-0.7940369,-8.729248,-25.3446,-187.8466,3.675781,-1.549927,-21.4435,,,,,,,
0,-151.0373,-89.45951,-1.821625,-214.1261,2.284271,-178.6536,2.896378,10.2638,-0.7966614,-8.758514,-25.35256,-187.8455,3.678024,-1.572571,-21.45182,,,,,,,
0,-151.0374,-89.45983,-1.823364,-214.1398,2.283417,-178.653,2.885818,10.26571,-0.7992554,-8.787231,-25.35994,-187.8444,3.680099,-1.594757,-21.46003,,,,,,,
0,-151.0372,-89.46027,-1.825348,-214.1553,2.282455,-178.6522,2.875824,10.26786,-0.8021851,-8.81958,-25.36766,-187.8431,3.682602,-1.61969,-21.46927,,,,,,,
0,-151.0375,-89.46034,-1.826477,-214.1636,2.281792,-178.648,2.869217,10.2683,-0.8035278,-8.829498,-25.36816,-187.842,3.684601,-1.635223,-21.47238,,,,,,,
0,-151.0379,-89.46015,-1.827576,-214.1717,2.280945,-178.6412,2.863205,10.2682,-0.8046875,-8.834045,-25.36569,-187.8409,3.686996,-1.651825,-21.47408,,,,,,,
0,-151.0384,-89.46012,-1.828644,-214.1792,2.280174,-178.6349,2.859711,10.26812,-0.8057861,-8.838318,-25.36279,-187.8396,3.689133,-1.667358,-21.47573,,,,,,,
0,-151.039,-89.46087,-1.829315,-214.189,2.279488,-178.6276,2.858139,10.26757,-0.8060608,-8.832428,-25.36137,-187.8378,3.691132,-1.690247,-21.47734,,,,,,,
0,-151.0417,-89.46773,-1.829193,-214.2302,2.277634,-178.5999,2.864441,10.26337,-0.8024597,-8.75943,-25.36561,-187.8279,3.696823,-1.798859,-21.4822,,,,,,,
0,-151.0429,-89.47055,-1.828278,-214.2442,2.277,-178.5919,2.870102,10.26151,-0.8000793,-8.727173,-25.36475,-187.8219,3.698669,-1.847351,-21.48216,,,,,,,
0,-151.045,-89.47407,-1.826721,-214.26,2.27623,-178.5838,2.87738,10.2592,-0.7966919,-8.686401,-25.36369,-187.8132,3.700836,-1.908844,-21.48113,,,,,,,
0,-151.0464,-89.47708,-1.825439,-214.2732,2.275658,-178.5771,2.884399,10.25723,-0.7938232,-8.652344,-25.36325,-187.8061,3.702423,-1.960205,-21.48034,,,,,,,
0,-151.0483,-89.47972,-1.82373,-214.286,2.274933,-178.5718,2.892456,10.25527,-0.7906189,-8.615021,-25.36261,-187.7978,3.704163,-2.009583,-21.47964,,,,,,,
