Time (s),NeckFlEx,HeadSideTilt,NeckTors,AngleTorsoTilt,AngleTorsoSideTilt,AngleBackCurve,AngleShoulderAbAdLeft, AngleShoulderFlExLeft,UpArmRotLeft,AngleElbowLeft,AngleLowArmProSupLeft,HandFlExLeft,AngleHandRadDuctLeft,AngleLegLeft,ShoulderAbAdRight,AngleShoulderFlExRight,AngleUpArmRotRight,ElbowRight,AngleLowArmProSupRight,AngleHandFlExRight,HandRadDuctRight,LegRight
0,-151.0505,-89.481,-1.821075,-214.294,2.274353,-178.5729,2.900436,10.25365,-0.7869568,-8.576752,-25.3598,-187.7878,3.705856,-2.039001,-21.4793,,,,,,,
0,-151.0533,-89.48246,-1.817932,-214.3036,2.273651,-178.5742,2.91066,10.25173,-0.7826233,-8.531158,-25.35713,-187.7759,3.707611,-2.074036,-21.47897,,,,,,,
0,-151.056,-89.48386,-1.814667,-214.3134,2.272827,-178.5755,2.922211,10.24975,-0.7781982,-8.484528,-25.35492,-187.7636,3.709457,-2.109863,-21.47865,,,,,,,
0,-151.0612,-89.48554,-1.808685,-214.3252,2.271713,-178.5889,2.937042,10.24481,-0.7712708,-8.400085,-25.352,-187.7459,3.711502,-2.195648,-21.48326,,,,,,,
0,-151.0665,-89.48725,-1.802704,-214.3365,2.27076,-178.6033,2.951996,10.23969,-0.7645264,-8.315643,-25.3498,-187.7285,3.713455,-2.283356,-21.48844,,,,,,,
0,-151.0712,-89.48865,-1.797363,-214.3467,2.269798,-178.6168,2.966492,10.2351,-0.7583618,-8.238739,-25.3485,-187.7131,3.715256,-2.36142,-21.49288,,,,,,,
0,-151.0765,-89.48966,-1.792969,-214.3548,2.268875,-178.6367,2.977753,10.23074,-0.7523193,-8.156036,-25.3482,-187.7018,3.716461,-2.419861,-21.49356,,,,,,,
0,-151.0829,-89.49091,-1.787842,-214.3644,2.267822,-178.6602,2.991791,10.2256,-0.7451782,-8.058319,-25.34832,-187.6884,3.71785,-2.488953,-21.49449,,,,,,,
0,-151.0889,-89.49201,-1.783051,-214.3734,2.266838,-178.6823,3.005569,10.22082,-0.7385254,-7.967285,-25.34883,-187.6761,3.719208,-2.553314,-21.49535,,,,,,,
0,-151.0963,-89.49297,-1.778168,-214.3826,2.265579,-178.7104,3.021423,10.21531,-0.7303467,-7.866272,-25.34931,-187.6638,3.720688,-2.619537,-21.49864,,,,,,,
0,-151.1038,-89.49344,-1.774628,-214.3896,2.264336,-178.7396,3.035767,10.21038,-0.7223816,-7.780029,-25.3493,-187.6552,3.721786,-2.669312,-21.50443,,,,,,,
0,-151.1113,-89.49393,-1.770996,-214.3966,2.263077,-178.769,3.050751,10.20541,-0.7142944,-7.692902,-25.34965,-187.6466,3.722931,-2.719635,-21.51037,,,,,,,
0,-151.1198,-89.49451,-1.766876,-214.4047,2.261696,-178.8026,3.068481,10.19971,-0.7050781,-7.593384,-25.35051,-187.6367,3.724304,-2.7771,-21.51718,,,,,,,
0,-151.1289,-89.49461,-1.764069,-214.4112,2.260345,-178.8349,3.085266,10.19654,-0.6997375,-7.534027,-25.35136,-187.6313,3.725403,-2.801605,-21.51517,,,,,,,
0,-151.1395,-89.49461,-1.761047,-214.4183,2.258751,-178.8719,3.104935,10.19341,-0.694397,-7.473846,-25.35279,-187.6259,3.726715,-2.823151,-21.51109,,,,,,,
0,-151.1498,-89.49471,-1.758118,-214.4253,2.257317,-178.9079,3.124619,10.19035,-0.689209,-7.415253,-25.35459,-187.6207,3.727829,-2.844086,-21.50718,,,,,,,
0,-151.1604,-89.49495,-1.75589,-214.4315,2.255768,-178.9422,3.144424,10.18562,-0.6807861,-7.321899,-25.35517,-187.6176,3.728989,-2.863342,-21.50893,,,,,,,
0,-151.1715,-89.49553,-1.754181,-214.4371,2.254265,-178.9755,3.164536,10.17941,-0.6695862,-7.197906,-25.35473,-187.6161,3.730042,-2.881287,-21.51555,,,,,,,
0,-151.1814,-89.49598,-1.752716,-214.442,2.252831,-179.0053,3.183029,10.17385,-0.6595459,-7.086945,-25.35466,-187.6149,3.730881,-2.897369,-21.5215,,,,,,,
0,-151.1921,-89.49649,-1.75116,-214.4472,2.251328,-179.0372,3.203262,10.16798,-0.6489563,-6.96991,-25.35503,-187.6137,3.731873,-2.914185,-21.52783,,,,,,,
0,-151.2023,-89.49786,-1.75058,-214.4518,2.249939,-179.0616,3.221664,10.16508,-0.6434631,-6.910248,-25.35673,-187.6155,3.732559,-2.921082,-21.52935,,,,,,,
0,-151.2148,-89.49967,-1.749908,-214.4577,2.248283,-179.0923,3.245148,10.16148,-0.6365356,-6.835358,-25.35927,-187.6178,3.733612,-2.929718,-21.53131,,,,,,,
0,-151.2281,-89.50137,-1.749146,-214.4638,2.246384,-179.1246,3.270401,10.15765,-0.6292419,-6.756317,-25.36241,-187.6201,3.734497,-2.938812,-21.53355,,,,,,,
0,-151.2384,-89.50376,-1.747955,-214.4686,2.245316,-179.1538,3.290222,10.15254,-0.6190491,-6.651825,-25.36432,-187.6222,3.735184,-2.936035,-21.53428,,,,,,,
0,-151.2714,-89.51225,-1.743286,-214.484,2.242287,-179.2514,3.354797,10.13379,-0.5813293,-6.268311,-25.37087,-187.6286,3.737061,-2.914581,-21.53587,,,,,,,
0,-151.2813,-89.5132,-1.740875,-214.4877,2.241966,-179.2899,3.375397,10.12807,-0.5679932,-6.126068,-25.37305,-187.6224,3.73764,-2.889099,-21.53724,,,,,,,
0,-151.2938,-89.51449,-1.737946,-214.4922,2.241684,-179.3376,3.40123,10.12096,-0.5513916,-5.949585,-25.37607,-187.6149,3.738312,-2.857483,-21.53895,,,,,,,
0,-151.306,-89.51566,-1.735107,-214.4966,2.241272,-179.3842,3.426743,10.11405,-0.5352478,-5.777863,-25.37929,-187.6075,3.738846,-2.826691,-21.54084,,,,,,,
0,-151.3182,-89.51524,-1.733276,-214.4991,2.240921,-179.428,3.453384,10.10777,-0.5202942,-5.615387,-25.38265,-187.5951,3.739365,-2.79184,-21.53837,,,,,,,
0,-151.3287,-89.51411,-1.732208,-214.5003,2.240593,-179.4643,3.476883,10.10267,-0.5079956,-5.480255,-25.38572,-187.582,3.739883,-2.76004,-21.53437,,,,,,,
0,-151.3408,-89.5129,-1.730957,-214.5017,2.240265,-179.5057,3.503983,10.09687,-0.493927,-5.326111,-25.38947,-187.5671,3.740204,-2.723755,-21.52996,,,,,,,
0,-151.3508,-89.51179,-1.730347,-214.5024,2.239853,-179.538,3.527252,10.09252,-0.4832764,-5.20874,-25.39264,-187.5551,3.740524,-2.698029,-21.52921,,,,,,,
0,-151.3632,-89.51033,-1.731049,-214.5014,2.23912,-179.5707,3.557938,10.08879,-0.4736023,-5.10025,-25.39618,-187.5417,3.740891,-2.681305,-21.53807,,,,,,,
0,-151.3735,-89.50903,-1.731659,-214.5005,2.238441,-179.5984,3.584076,10.08565,-0.4653931,-5.008575,-25.39942,-187.5303,3.741043,-2.667206,-21.54569,,,,,,,
0,-151.3823,-89.50797,-1.732147,-214.4998,2.2379,-179.6216,3.606308,10.08301,-0.4585266,-4.931702,-25.4023,-187.5209,3.741302,-2.655365,-21.5522,,,,,,,
0,-151.3933,-89.50662,-1.733093,-214.4976,2.237267,-179.6502,3.638351,10.07589,-0.4381714,-4.702972,-25.40544,-187.5117,3.741669,-2.620331,-21.55633,,,,,,,
0,-151.4046,-89.50519,-1.734039,-214.4952,2.236595,-179.6796,3.67189,10.06826,-0.4162598,-4.45636,-25.40899,-187.5025,3.741714,-2.582581,-21.56054,,,,,,,
0,-151.4153,-89.50398,-1.735046,-214.4927,2.236069,-179.7086,3.705978,10.06159,-0.3967896,-4.23761,-25.41239,-187.4951,3.741882,-2.547729,-21.56398,,,,,,,
0,-151.4213,-89.50317,-1.735931,-214.4908,2.235634,-179.7295,3.731873,10.05891,-0.3881226,-4.140137,-25.41423,-187.4935,3.741882,-2.528473,-21.56439,,,,,,,
0,-151.4296,-89.50209,-1.737152,-214.488,2.235077,-179.7584,3.768173,10.05515,-0.3760376,-4.004181,-25.41699,-187.4914,3.741714,-2.501648,-21.56516,,,,,,,
0,-151.4351,-89.5013,-1.738129,-214.4857,2.234634,-179.7814,3.796844,10.05162,-0.3640137,-3.86853,-25.41885,-187.4908,3.741714,-2.473145,-21.56454,,,,,,,
0,-151.4376,-89.50088,-1.738983,-214.4838,2.234451,-179.8006,3.820084,10.04756,-0.3492126,-3.69989,-25.41943,-187.4922,3.741577,-2.434937,-21.56115,,,,,,,
0,-151.4411,-89.50021,-1.740204,-214.4809,2.234154,-179.8279,3.853409,10.04174,-0.3279724,-3.458832,-25.42032,-187.4944,3.741302,-2.380341,-21.55652,,,,,,,
0,-151.4439,-89.49961,-1.741272,-214.4782,2.233925,-179.8529,3.883835,10.0366,-0.3088074,-3.240356,-25.42119,-187.4965,3.74115,-2.330688,-21.55343,,,,,,,
0,-151.4447,-89.49899,-1.742218,-214.475,2.233757,-179.8747,3.910416,10.03311,-0.2935181,-3.062592,-25.42089,-187.4994,3.740784,-2.28952,-21.5563,,,,,,,
0,-151.4454,-89.49847,-1.743164,-214.4719,2.233681,-179.8958,3.936127,10.0297,-0.278656,-2.890381,-25.42055,-187.5022,3.74057,-2.249603,-21.55919,,,,,,,
0,-151.4464,-89.49792,-1.744202,-214.4683,2.233658,-179.9203,3.96611,10.02577,-0.2614441,-2.69043,-25.4201,-187.5054,3.740051,-2.203308,-21.56281,,,,,,,
0,-151.4463,-89.49725,-1.745056,-214.4644,2.233696,-179.9405,3.992767,10.02298,-0.2472534,-2.524231,-25.41964,-187.5079,3.739777,-2.180939,-21.5685,,,,,,,
0,-151.4462,-89.49658,-1.745911,-214.4603,2.233795,-179.9608,4.020493,10.0203,-0.2330017,-2.356567,-25.41912,-187.5103,3.739258,-2.163025,-21.57517,,,,,,,
0,-151.4459,-89.49599,-1.746735,-214.4563,2.233948,-179.9808,4.047623,10.01765,-0.2189026,-2.190887,-25.41858,-187.5126,3.738693,-2.145355,-21.58194,,,,,,,
0,-151.4462,-89.49507,-1.747803,-214.4495,2.234322,-180.0092,4.088867,10.01511,-0.2043152,-2.01712,-25.41807,-187.5135,3.737854,-2.127686,-21.58946,,,,,,,
0,-151.4484,-89.49361,-1.749573,-214.4328,2.23584,-180.0681,4.180527,10.01073,-0.174469,-1.654968,-25.41736,-187.5119,3.735641,-2.097839,-21.59682,,,,,,,
0,-151.452,-89.49322,-1.750153,-214.422,2.237,-180.1002,4.233459,10.00744,-0.1494446,-1.349335,-25.41693,-187.5103,3.734009,-2.077911,-21.59389,,,,,,,
0,-151.4573,-89.4934,-1.751984,-214.4077,2.239059,-180.1349,4.295959,10.00588,-0.1351929,-1.174774,-25.41581,-187.5139,3.731705,-2.0495,-21.59634,,,,,,,
0,-151.4596,-89.49351,-1.752747,-214.4017,2.239914,-180.1487,4.320999,10.00535,-0.1300964,-1.112854,-25.41537,-187.5156,3.730759,-2.037811,-21.59736,,,,,,,
0,-151.4611,-89.49442,-1.755035,-214.3936,2.241524,-180.1646,4.35199,10.0047,-0.1230774,-1.020264,-25.41386,-187.5194,3.729614,-2.017212,-21.60629,,,,,,,
0,-151.4624,-89.49559,-1.757904,-214.384,2.24334,-180.1828,4.387482,10.00392,-0.1148071,-0.9102783,-25.41202,-187.524,3.727997,-1.99234,-21.61776,,,,,,,
0,-151.4632,-89.4966,-1.759857,-214.3779,2.244644,-180.1944,4.410156,10.0034,-0.1090393,-0.8347473,-25.41087,-187.5271,3.726944,-1.975555,-21.62432,,,,,,,
0,-151.4633,-89.49917,-1.763214,-214.3707,2.24649,-180.2074,4.438187,10.00269,-0.09838867,-0.7031555,-25.40942,-187.5315,3.725571,-1.94873,-21.6261,,,,,,,
0,-151.4633,-89.50138,-1.766083,-214.3645,2.248085,-180.2185,4.461716,10.00208,-0.08926392,-0.5904846,-25.40825,-187.5352,3.724304,-1.925781,-21.62753,,,,,,,
0,-151.4634,-89.5032,-1.768555,-214.3593,2.249428,-180.2281,4.481522,10.00155,-0.08151245,-0.494751,-25.4073,-187.5383,3.723312,-1.90625,-21.62863,,,,,,,
0,-151.4628,-89.50619,-1.772217,-214.3537,2.2509,-180.2393,4.506149,10.00126,-0.07598877,-0.4263916,-25.40698,-187.5411,3.721832,-1.881592,-21.62707,,,,,,,
0,-151.4621,-89.50899,-1.775574,-214.3489,2.252228,-180.249,4.527481,10.00107,-0.07180786,-0.3746948,-25.40694,-187.5433,3.720581,-1.859772,-21.62515,,,,,,,
0,-151.4616,-89.51141,-1.778442,-214.3448,2.253387,-180.2574,4.545502,10.00089,-0.06820679,-0.3303833,-25.40694,-187.5452,3.71936,-1.841125,-21.62342,,,,,,,
0,-151.4609,-89.51436,-1.782196,-214.3398,2.254707,-180.2681,4.567627,10.0007,-0.06231689,-0.2568054,-25.40707,-187.5462,3.717941,-1.818787,-21.62144,,,,,,,
0,-151.4596,-89.51711,-1.786102,-214.3353,2.25573,-180.2787,4.588821,10.00046,-0.05429077,-0.1558838,-25.40751,-187.5449,3.716415,-1.798767,-21.61995,,,,,,,
0,-151.4586,-89.52006,-1.790192,-214.3304,2.256851,-180.29,4.610611,10.00023,-0.04586792,-0.04937744,-25.40802,-187.5435,3.714783,-1.777618,-21.61824,,,,,,,
0,-151.4572,-89.52296,-1.794922,-214.3249,2.257904,-180.3033,4.634506,9.999966,-0.03781128,0.07391602,-25.40854,-187.5403,3.712891,-1.764099,-21.61717,,,,,,,
0,-151.4558,-89.52478,-1.799683,-214.3193,2.25856,-180.3177,4.65744,9.99985,-0.03393555,0.2022866,-25.40864,-187.5329,3.710983,-1.77829,-21.61847,,,,,,,
0,-151.4547,-89.52625,-1.803436,-214.3148,2.259109,-180.329,4.674789,9.99975,-0.03091431,0.3031129,-25.40882,-187.527,3.709396,-1.789429,-21.61944,,,,,,,
0,-151.4533,-89.52766,-1.807953,-214.3093,2.259529,-180.3433,4.695236,9.999662,-0.02783203,0.4109822,-25.40913,-187.5186,3.707336,-1.798706,-21.61998,,,,,,,
0,-151.4521,-89.52805,-1.812317,-214.3032,2.259415,-180.3603,4.715134,9.999619,-0.02709961,0.4617063,-25.40914,-187.504,3.705444,-1.790833,-21.61847,,,,,,,
0,-151.4509,-89.5284,-1.81665,-214.2971,2.259331,-180.3771,4.734085,9.999598,-0.02639771,0.5118318,-25.4094,-187.4897,3.703369,-1.78299,-21.61691,,,,,,,
0,-151.4496,-89.52872,-1.821747,-214.2887,2.258904,-180.4006,4.756454,9.999613,-0.02215576,0.5444793,-25.4095,-187.4678,3.700638,-1.761322,-21.61805,,,,,,,
0,-151.4486,-89.52874,-1.826019,-214.2801,2.258034,-180.4258,4.775848,9.999786,-0.01318359,0.5303174,-25.40923,-187.4421,3.698349,-1.723785,-21.62388,,,,,,,
0,-151.4471,-89.52934,-1.835175,-214.2581,2.256493,-180.4898,4.819183,10.00013,0.006002118,0.5176606,-25.40929,-187.3839,3.691727,-1.670135,-21.61805,,,,,,,
0,-151.447,-89.52962,-1.837646,-214.2512,2.256035,-180.5102,4.831207,10.00023,0.01106671,0.5204394,-25.40958,-187.3676,3.689774,-1.665283,-21.61015,,,,,,,
0,-151.447,-89.5302,-1.839966,-214.2439,2.255791,-180.5296,4.843384,10.00033,0.01546523,0.5223886,-25.41036,-187.3532,3.687439,-1.660706,-21.60485,,,,,,,
0,-151.4478,-89.53181,-1.841705,-214.236,2.25618,-180.5452,4.857117,10.00036,0.01745968,0.5214983,-25.41256,-187.3456,3.684601,-1.657257,-21.6087,,,,,,,
0,-151.4486,-89.53326,-1.843292,-214.2287,2.256454,-180.5594,4.868607,10.00039,0.01927976,0.5206863,-25.41491,-187.3386,3.6819,-1.654144,-21.61205,,,,,,,
0,-151.4501,-89.53516,-1.844696,-214.2221,2.257423,-180.5657,4.878571,10.00041,0.02011651,0.516116,-25.41785,-187.3343,3.679352,-1.6427,-21.6124,,,,,,,
0,-151.4517,-89.53726,-1.845795,-214.2164,2.258942,-180.563,4.886551,10.00037,0.01990663,0.5078867,-25.42118,-187.3331,3.676895,-1.623199,-21.60948,,,,,,,
0,-151.4535,-89.53954,-1.846863,-214.2111,2.260605,-180.5604,4.89357,10.00037,0.01966575,0.5000513,-25.42449,-187.3318,3.674667,-1.604614,-21.6066,,,,,,,
0,-151.4553,-89.54164,-1.8479,-214.2059,2.262054,-180.5572,4.899536,10.00036,0.01930381,0.4923622,-25.42797,-187.3308,3.672363,-1.587097,-21.60354,,,,,,,
0,-151.4586,-89.54502,-1.849609,-214.2007,2.263756,-180.5371,4.905365,10.00028,0.01492405,0.4812544,-25.43277,-187.3325,3.669861,-1.577179,-21.59446,,,,,,,
0,-151.4637,-89.55026,-1.852295,-214.1925,2.266373,-180.5058,4.912476,10.00018,0.008121002,0.4639486,-25.44069,-187.335,3.665756,-1.561737,-21.58009,,,,,,,
0,-151.4705,-89.55677,-1.855194,-214.184,2.268517,-180.4622,4.917526,10.00007,0.001919192,0.4486817,-25.45033,-187.3415,3.661377,-1.553223,-21.57626,,,,,,,
0,-151.4758,-89.56187,-1.8573,-214.1783,2.26973,-180.4267,4.919601,10,-0.001811732,0.4397157,-25.4577,-187.3478,3.658432,-1.551361,-21.57949,,,,,,,
0,-151.4818,-89.56746,-1.85965,-214.1719,2.271057,-180.3874,4.920349,9.999916,-0.005950928,0.4297773,-25.46624,-187.3549,3.654953,-1.549316,-21.58294,,,,,,,
0,-151.4877,-89.57258,-1.861115,-214.1675,2.27179,-180.3557,4.920242,9.999863,-0.01126099,0.4351237,-25.47308,-187.3624,3.65242,-1.551086,-21.57672,,,,,,,
0,-151.4949,-89.57885,-1.862915,-214.1621,2.272545,-180.3165,4.918869,9.999751,-0.01797485,0.4427377,-25.48176,-187.3719,3.649475,-1.553528,-21.56826,,,,,,,
0,-151.5021,-89.58498,-1.864655,-214.1567,2.273293,-180.2782,4.916489,9.999665,-0.02453613,0.4501868,-25.49056,-187.3812,3.646515,-1.555908,-21.55991,,,,,,,
0,-151.5074,-89.58986,-1.865814,-214.153,2.273804,-180.2523,4.91391,9.99964,-0.02728271,0.422235,-25.49763,-187.3878,3.644165,-1.557861,-21.55555,,,,,,,
0,-151.5152,-89.59692,-1.867188,-214.1484,2.274269,-180.2211,4.909103,9.999749,-0.02749634,0.3300422,-25.50699,-187.3964,3.640778,-1.560791,-21.55256,,,,,,,
0,-151.5215,-89.60279,-1.868317,-214.1446,2.274643,-180.1954,4.904282,9.999823,-0.02770996,0.2539566,-25.51384,-187.4034,3.637985,-1.563232,-21.55004,,,,,,,
0,-151.5285,-89.6094,-1.869507,-214.1404,2.275047,-180.1677,4.897736,9.999893,-0.02828979,0.1682835,-25.52092,-187.4112,3.63475,-1.564758,-21.54765,,,,,,,
0,-151.5333,-89.6145,-1.869965,-214.138,2.275024,-180.1546,4.890594,9.999963,-0.03137207,0.1006127,-25.5273,-187.4154,3.631775,-1.558105,-21.54924,,,,,,,
0,-151.5375,-89.61916,-1.870392,-214.1357,2.275085,-180.143,4.883667,10.00005,-0.03408813,0.04095359,-25.53233,-187.419,3.629196,-1.552216,-21.55058,,,,,,,
0,-151.5426,-89.62486,-1.870911,-214.1325,2.275192,-180.1287,4.874023,10.00008,-0.03744507,-0.03302002,-25.53787,-187.4236,3.625854,-1.544922,-21.55214,,,,,,,
0,-151.5464,-89.62942,-1.870789,-214.1301,2.275101,-180.1212,4.864456,10.00015,-0.03997803,-0.07879639,-25.54268,-187.425,3.622986,-1.538727,-21.54934,,,,,,,
0,-151.5497,-89.6338,-1.870239,-214.128,2.274719,-180.1175,4.85321,10.00022,-0.04229736,-0.1105957,-25.54774,-187.4242,3.619797,-1.532318,-21.54279,,,,,,,
0,-151.5528,-89.63768,-1.86969,-214.1261,2.274483,-180.1143,4.842545,10.00026,-0.04434204,-0.1384583,-25.55166,-187.4234,3.616989,-1.526703,-21.53702,,,,,,,
0,-151.5598,-89.64883,-1.867828,-214.1208,2.273003,-180.1098,4.801468,10.00072,-0.05630493,-0.3115845,-25.56308,-187.4103,3.607605,-1.476715,-21.53507,,,,,,,
0,-151.5621,-89.65301,-1.866974,-214.119,2.272186,-180.1094,4.781952,10.001,-0.06253052,-0.4028625,-25.56702,-187.4024,3.603485,-1.448456,-21.5384,,,,,,,
0,-151.5637,-89.65655,-1.866791,-214.1176,2.271385,-180.106,4.761612,10.00119,-0.06710815,-0.4707336,-25.57054,-187.3941,3.59967,-1.426758,-21.53584,,,,,,,
0,-151.5646,-89.65961,-1.867035,-214.1166,2.270592,-180.1006,4.740448,10.00141,-0.07058716,-0.5232239,-25.57372,-187.3855,3.595963,-1.409424,-21.52943,,,,,,,
0,-151.5655,-89.6626,-1.867279,-214.1158,2.269905,-180.0956,4.719284,10.0016,-0.07391357,-0.5727234,-25.57634,-187.3774,3.592209,-1.393066,-21.52352,,,,,,,
0,-151.5658,-89.66534,-1.867798,-214.115,2.269302,-180.0883,4.696182,10.00197,-0.07940674,-0.6539612,-25.57877,-187.3701,3.588501,-1.37323,-21.52015,,,,,,,
0,-151.5659,-89.66727,-1.868713,-214.1144,2.268982,-180.0793,4.675919,10.00257,-0.08700562,-0.763855,-25.58056,-187.3654,3.58522,-1.352478,-21.52113,,,,,,,
0,-151.566,-89.66946,-1.869751,-214.114,2.268593,-180.0689,4.651428,10.00322,-0.09573364,-0.8899841,-25.58242,-187.36,3.581299,-1.328705,-21.52227,,,,,,,
0,-151.5656,-89.67231,-1.871307,-214.1139,2.268143,-180.055,4.616592,10.00418,-0.1072388,-1.054871,-25.58476,-187.3532,3.575943,-1.302917,-21.52425,,,,,,,
0,-151.5649,-89.67383,-1.872803,-214.1141,2.268196,-180.0455,4.592346,10.00483,-0.1140442,-1.145752,-25.58651,-187.3504,3.572098,-1.309998,-21.52689,,,,,,,
0,-151.564,-89.67565,-1.874603,-214.1143,2.268265,-180.0344,4.562393,10.00566,-0.1220398,-1.252136,-25.58851,-187.3472,3.567657,-1.318298,-21.53,,,,,,,
0,-151.5633,-89.67767,-1.876495,-214.1143,2.268372,-180.0224,4.528702,10.00653,-0.1306152,-1.366791,-25.59063,-187.3437,3.562607,-1.32724,-21.5334,,,,,,,
0,-151.5617,-89.67918,-1.878876,-214.1153,2.268951,-180.0151,4.494537,10.00791,-0.1419373,-1.506744,-25.59412,-187.345,3.55748,-1.36203,-21.53155,,,,,,,
0,-151.5603,-89.68055,-1.881348,-214.1164,2.269577,-180.0085,4.45816,10.00942,-0.1539917,-1.654083,-25.59806,-187.3473,3.552307,-1.402344,-21.52872,,,,,,,
0,-151.5592,-89.68162,-1.88324,-214.1171,2.270058,-180.0034,4.428726,10.01058,-0.1633606,-1.768402,-25.60117,-187.3489,3.548065,-1.433594,-21.52655,,,,,,,
0,-151.5575,-89.68274,-1.885895,-214.1189,2.271027,-179.9984,4.390381,10.01172,-0.1719666,-1.872009,-25.60635,-187.3531,3.542587,-1.465424,-21.52236,,,,,,,
0,-151.5559,-89.68351,-1.888519,-214.1212,2.272209,-179.9954,4.356216,10.01241,-0.1766357,-1.925812,-25.61221,-187.359,3.537506,-1.486725,-21.51726,,,,,,,
0,-151.5542,-89.68416,-1.890961,-214.1233,2.273315,-179.9926,4.324722,10.01304,-0.1810303,-1.976501,-25.61793,-187.3645,3.532639,-1.506805,-21.5124,,,,,,,
0,-151.5522,-89.68513,-1.894043,-214.1262,2.274773,-179.9887,4.286926,10.01398,-0.1872253,-2.048157,-25.6256,-187.3714,3.526367,-1.534149,-21.50701,,,,,,,
0,-151.5498,-89.68711,-1.897644,-214.1312,2.277176,-179.9819,4.246796,10.01592,-0.1990356,-2.184143,-25.6362,-187.3787,3.519241,-1.579834,-21.50501,,,,,,,
0,-151.5479,-89.68885,-1.900726,-214.1355,2.279251,-179.9761,4.213425,10.01757,-0.209198,-2.301361,-25.64572,-187.385,3.513123,-1.619263,-21.50331,,,,,,,
0,-151.5455,-89.69115,-1.903992,-214.1404,2.281509,-179.9695,4.179306,10.01922,-0.2189636,-2.414215,-25.65667,-187.3911,3.506332,-1.655609,-21.50342,,,,,,,
0,-151.5435,-89.69523,-1.906952,-214.1463,2.284271,-179.9623,4.149445,10.02021,-0.2241516,-2.475616,-25.66819,-187.394,3.500183,-1.669159,-21.51035,,,,,,,
0,-151.5412,-89.69971,-1.910156,-214.1527,2.28727,-179.9545,4.118179,10.02128,-0.2297974,-2.542389,-25.68132,-187.3971,3.493286,-1.683929,-21.51784,,,,,,,
0,-151.5396,-89.70313,-1.912598,-214.1577,2.289589,-179.9485,4.09491,10.02213,-0.2341309,-2.593567,-25.69181,-187.3995,3.488129,-1.695221,-21.52359,,,,,,,
0,-151.5376,-89.71034,-1.914154,-214.1655,2.293762,-179.9405,4.067169,10.02423,-0.2440491,-2.713776,-25.70488,-187.3954,3.481384,-1.718781,-21.52013,,,,,,,
0,-151.5354,-89.71917,-1.915588,-214.1746,2.298813,-179.9313,4.037247,10.02682,-0.2561951,-2.861328,-25.7203,-187.3893,3.473724,-1.747345,-21.5141,,,,,,,
0,-151.5333,-89.72729,-1.916901,-214.183,2.303497,-179.9231,4.010925,10.02921,-0.2672729,-2.995941,-25.73522,-187.3836,3.466675,-1.773407,-21.50862,,,,,,,
0,-151.528,-89.75448,-1.913391,-214.2144,2.323166,-179.8983,3.938004,10.0363,-0.2976074,-3.36853,-25.78548,-187.3243,3.444916,-1.831024,-21.52583,,,,,,,
0,-151.5266,-89.76261,-1.910858,-214.2245,2.330818,-179.8903,3.914474,10.03871,-0.3067627,-3.479645,-25.80248,-187.3005,3.437073,-1.857849,-21.52971,,,,,,,
0,-151.5256,-89.76852,-1.908295,-214.2323,2.337265,-179.8842,3.896378,10.04057,-0.3134155,-3.560211,-25.816,-187.2805,3.43074,-1.882935,-21.53123,,,,,,,
0,-151.5245,-89.77596,-1.904999,-214.2422,2.345444,-179.8764,3.874084,10.04296,-0.3219299,-3.66272,-25.83281,-187.2552,3.422501,-1.914886,-21.53326,,,,,,,
0,-151.5239,-89.78236,-1.901245,-214.2496,2.353424,-179.8688,3.852646,10.04477,-0.3284912,-3.740234,-25.84761,-187.2353,3.414139,-1.943329,-21.53302,,,,,,,
0,-151.5235,-89.78809,-1.896454,-214.2545,2.362091,-179.8607,3.829803,10.04608,-0.3331909,-3.793274,-25.86138,-187.2208,3.404373,-1.970459,-21.52996,,,,,,,
0,-151.5232,-89.79528,-1.890564,-214.2613,2.372803,-179.8508,3.803284,10.04773,-0.3391724,-3.860626,-25.87872,-187.2036,3.392395,-2.007721,-21.52608,,,,,,,
0,-151.5244,-89.80251,-1.885681,-214.2752,2.381493,-179.8439,3.782898,10.05007,-0.3473511,-3.948334,-25.9029,-187.1993,3.382294,-2.097931,-21.52152,,,,,,,
0,-151.5256,-89.81116,-1.879822,-214.2921,2.391899,-179.8358,3.760147,10.05283,-0.3571167,-4.053162,-25.93185,-187.1944,3.370102,-2.20575,-21.516,,,,,,,
0,-151.5256,-89.81831,-1.873627,-214.304,2.401039,-179.832,3.742767,10.05396,-0.3610535,-4.094543,-25.95282,-187.1956,3.359802,-2.257813,-21.52147,,,,,,,
0,-151.5251,-89.82598,-1.866699,-214.3158,2.41098,-179.8291,3.72583,10.0547,-0.3635254,-4.119995,-25.97388,-187.199,3.34906,-2.297607,-21.53112,,,,,,,
0,-151.5236,-89.83437,-1.858856,-214.3296,2.421501,-179.8271,3.709656,10.05551,-0.366333,-4.15033,-25.99633,-187.2037,3.337769,-2.351379,-21.53891,,,,,,,
0,-151.516,-89.85156,-1.842194,-214.359,2.441086,-179.8284,3.685471,10.05727,-0.3722229,-4.220581,-26.03729,-187.2173,3.318298,-2.50119,-21.54245,,,,,,,
