Pelvis_extension,Pelvis_lateral_flexion_rotation,Pelvis_axial_rotation,LeftHip_flexion,LeftHip_adduction,LeftHip_external_rotation,LeftKnee_flexion,LeftKnee_adduction,LeftKnee_external_rotation,LeftAnkle_dorsiflexion,LeftAnkle_inversion,LeftAnkle_internal_rotation,RightHip_flexion,RightHip_adduction,RightHip_external_rotation,RightKnee_flexion,RightKnee_adduction,RightKnee_external_rotation,RightAnkle_dorsiflexion,RightAnkle_inversion,RightAnkle_internal_rotation,Thorax_extension,Thorax_lateral_flexion_rotation,Thorax_axial_rotation,LeftScapula_protraction,LeftScapula_medial_rotation,LeftScapula_posterior_tilt,LeftShoulder_flexion,LeftShoulder_abduction,LeftShoulder_external_rotation,LeftElbow_flexion,LeftElbow_abduction,LeftElbow_pronation,LeftWrist_flexion,LeftWrist_abduction,LeftWrist_pronation,Neck_flexion,Neck_left-ward_tilt,Neck_right-ward_rotation,RightScapula_protraction,RightScapula_medial_rotation,RightScapula_posterior_tilt,RightShoulder_flexion,RightShoulder_abduction,RightShoulder_external_rotation,RightElbow_flexion,RightElbow_abduction,RightElbow_pronation,RightWrist_flexion,RightWrist_abduction,RightWrist_pronation
-10.7679,0.6471263,-3.433819,9.733488,-0.8457277,-3.007261,-8.751382,-0.000136604,0,9.602611,-2.743072,-38.31629,9.688339,1.274425,-4.760122,-8.090803,-0.005074831,0.0656106,9.672417,-8.545946,-1.218365,1.972289,0.3080142,-2.548679,-12.15722,-1.905766,15.41547,-3.823977,-1.842388,6.236598,3.978181,-3.158293,-0.2601963,-1.285879,-16.77514,-3.111686,-3.914816,0.8364455,0.3626169,21.49622,-2.598272,-6.720941,-4.313887,-2.887918,7.970175,4.645237,-2.312374,-1.434223,7.312335,-18.83218,1.173198
-10.77143,0.6445991,-3.433135,9.730619,-0.8487603,-3.011684,-8.751067,-0.000163925,0,9.609036,-2.743052,-38.31709,9.691748,1.276535,-4.767811,-8.101545,-0.005122642,0.06852804,9.680888,-8.55139,-1.210631,1.970204,0.304524,-2.551826,-12.15876,-1.903704,15.41344,-3.823106,-1.844299,6.245047,3.976163,-3.159639,-0.2741124,-1.283747,-16.77493,-3.111435,-3.910763,0.8319307,0.358274,21.49522,-2.605697,-6.724792,-4.315929,-2.89232,7.971029,4.648315,-2.305517,-1.42985,7.31424,-18.83826,1.174199
-10.77386,0.6433219,-3.432393,9.730538,-0.8503654,-3.012724,-8.751203,-0.000129774,0,9.611143,-2.743783,-38.31857,9.694932,1.277484,-4.775242,-8.107505,-0.005108981,0.06852804,9.687039,-8.553275,-1.203498,1.969111,0.3020446,-2.552516,-12.16056,-1.903697,15.41251,-3.825205,-1.845784,6.248633,3.977541,-3.157569,-0.2741124,-1.281,-16.77271,-3.111435,-3.907958,0.8312955,0.3477423,21.49404,-2.60849,-6.726132,-4.315385,-2.894823,7.969301,4.646376,-2.302225,-1.423541,7.316921,-18.84092,1.174532
-10.77819,0.6420105,-3.431766,9.732619,-0.8526945,-3.015906,-8.754972,-0.000143434,0,9.617401,-2.745046,-38.32069,9.70073,1.278967,-4.781884,-8.117644,-0.005129472,0.0656106,9.694344,-8.556861,-1.195013,1.96533,0.2970723,-2.554203,-12.16766,-1.905199,15.41222,-3.826127,-1.849491,6.247205,3.981773,-3.154379,-0.2646699,-1.279625,-16.77147,-3.112504,-3.889978,0.8279009,0.3214254,21.48967,-2.613859,-6.725025,-4.313524,-2.900701,7.965353,4.643761,-2.298625,-1.410421,7.317887,-18.85306,1.175198
-10.78023,0.6404054,-3.430396,9.733609,-0.855249,-3.026597,-8.760311,-0.000143434,0,9.623592,-2.746194,-38.31457,9.704741,1.280415,-4.784873,-8.127626,-0.005149963,0.06852804,9.702209,-8.560509,-1.190912,1.958747,0.2913827,-2.555276,-12.17578,-1.907276,15.40952,-3.821108,-1.851923,6.238067,3.982953,-3.153423,-0.2631872,-1.279013,-16.7696,-3.113762,-3.857321,0.8221977,0.2900664,21.48405,-2.617069,-6.721787,-4.31316,-2.902927,7.961781,4.650084,-2.299212,-1.408477,7.312281,-18.86465,1.175698
-10.78127,0.6395857,-3.429654,9.734135,-0.8564169,-3.032349,-8.76271,-0.000150264,0,9.625329,-2.746201,-38.31108,9.706363,1.281118,-4.787002,-8.13166,-0.005143133,0.06255726,9.705735,-8.56169,-1.187127,1.957048,0.2888487,-2.555735,-12.17966,-1.90897,15.40977,-3.820185,-1.851923,6.230861,3.981527,-3.153171,-0.2639296,-1.278094,-16.77423,-3.114956,-3.838798,0.8178605,0.276953,21.4816,-2.619002,-6.722429,-4.315476,-2.903668,7.959923,4.655978,-2.300606,-1.412223,7.301325,-18.8746,1.174199
-10.78233,0.6372635,-3.42914,9.733974,-0.8598866,-3.045619,-8.768559,-0.000122943,0,9.632577,-2.746296,-38.30463,9.709908,1.283577,-4.78868,-8.144012,-0.005184114,0.06852804,9.715291,-8.567564,-1.183164,1.952643,0.2814175,-2.55313,-12.18508,-1.912221,15.40767,-3.817827,-1.853508,6.219646,3.976803,-3.153498,-0.2631872,-1.277941,-16.77405,-3.115773,-3.804468,0.8126218,0.2533378,21.47872,-2.623175,-6.724121,-4.317064,-2.901915,7.953284,4.663461,-2.305455,-1.422853,7.297804,-18.88293,1.175531
-10.78376,0.6341626,-3.428684,9.731427,-0.8645927,-3.053771,-8.769902,-0.000150264,0,9.637189,-2.743783,-38.30355,9.711,1.287518,-4.793545,-8.152083,-0.005156793,0.0656106,9.725305,-8.573813,-1.176197,1.950436,0.272709,-2.549371,-12.19107,-1.915636,15.40842,-3.82039,-1.857937,6.211135,3.973207,-3.153717,-0.2594432,-1.275489,-16.77285,-3.115773,-3.785273,0.8185914,0.234068,21.47402,-2.628114,-6.72692,-4.317881,-2.897257,7.945402,4.665896,-2.314369,-1.430261,7.301218,-18.89295,1.178856
-10.78531,0.6333088,-3.428055,9.732579,-0.8663412,-3.057038,-8.77315,-0.000129774,0,9.641696,-2.742806,-38.30319,9.71185,1.288877,-4.796772,-8.154323,-0.005197774,0.07132626,9.729346,-8.575849,-1.17203,1.949634,0.2680235,-2.54722,-12.1938,-1.918238,15.40914,-3.821671,-1.861935,6.208492,3.971875,-3.154031,-0.2601963,-1.284966,-16.77834,-3.116904,-3.780252,0.8275457,0.2255535,21.47062,-2.631228,-6.728174,-4.319014,-2.897595,7.944473,4.666778,-2.317114,-1.432721,7.309275,-18.89689,1.181509
-10.7875,0.63113,-3.425427,9.73466,-0.8698929,-3.061006,-8.779596,-0.000163925,0,9.648198,-2.741078,-38.30556,9.713307,1.291575,-4.807094,-8.158391,-0.005184114,0.06852804,9.733549,-8.579148,-1.162643,1.947323,0.2589188,-2.544837,-12.20295,-1.921141,15.40888,-3.825717,-1.869383,6.203451,3.973354,-3.15328,-0.2639296,-1.291801,-16.77885,-3.117343,-3.778646,0.8567994,0.2112177,21.46133,-2.635613,-6.72762,-4.323093,-2.90097,7.947151,4.672777,-2.315605,-1.434905,7.334465,-18.90001,1.187127
-10.78961,0.6299552,-3.420851,9.73888,-0.8714502,-3.059407,-8.790106,-0.000143434,0,9.656467,-2.740634,-38.30931,9.715009,1.292641,-4.817678,-8.161544,-0.005204604,0.06852804,9.734256,-8.580153,-1.155891,1.945916,0.2509753,-2.540834,-12.21119,-1.923586,15.41031,-3.830474,-1.877636,6.201627,3.974783,-3.149414,-0.2825486,-1.295884,-16.77992,-3.118348,-3.784238,0.8882866,0.1948336,21.45626,-2.636317,-6.729398,-4.329341,-2.907172,7.951775,4.681739,-2.314232,-1.432858,7.345745,-18.91736,1.191897
-10.78978,0.62932,-3.418619,9.739809,-0.8723245,-3.063244,-8.794931,-0.000150264,0,9.659968,-2.741037,-38.30667,9.715817,1.29303,-4.820808,-8.164934,-0.005163623,0.0656106,9.737103,-8.581676,-1.153349,1.945715,0.2470411,-2.538136,-12.21513,-1.924713,15.41257,-3.832928,-1.88128,6.200842,3.975276,-3.147809,-0.2907402,-1.298298,-16.78166,-3.119101,-3.785945,0.9017763,0.1845175,21.45274,-2.637792,-6.731495,-4.331693,-2.911545,7.953202,4.685085,-2.312436,-1.42985,7.348629,-18.92992,1.193702
-10.7896,0.628637,-3.414607,9.740232,-0.8728709,-3.07154,-8.802612,-0.000150264,0,9.665645,-2.74338,-38.3023,9.715069,1.293187,-4.822189,-8.167771,-0.005204604,0.07132626,9.740031,-8.582106,-1.154536,1.945312,0.2412218,-2.531573,-12.21994,-1.925492,15.41758,-3.835685,-1.884295,6.1949,3.974291,-3.145002,-0.2993615,-1.300105,-16.78441,-3.120607,-3.787083,0.9223692,0.1690205,21.44812,-2.639486,-6.733826,-4.334495,-2.918462,7.953769,4.691645,-2.307621,-1.428344,7.348762,-18.95119,1.195176
-10.78879,0.6279061,-3.409788,9.74211,-0.8730758,-3.072433,-8.813741,-0.000136604,0,9.673533,-2.745005,-38.30398,9.712012,1.293631,-4.825397,-8.166521,-0.005170453,0.06852804,9.73995,-8.583069,-1.153518,1.941385,0.2354776,-2.525147,-12.22103,-1.92472,15.41838,-3.836808,-1.886371,6.186532,3.977394,-3.143841,-0.3039024,-1.302211,-16.78303,-3.121987,-3.787238,0.9389939,0.1545051,21.44559,-2.639595,-6.732515,-4.334224,-2.918664,7.951699,4.697987,-2.308686,-1.426562,7.349323,-18.96356,1.196976
-10.78746,0.625782,-3.405593,9.74324,-0.875077,-3.075235,-8.822919,-0.000143434,0,9.680198,-2.741283,-38.3068,9.710352,1.295509,-4.828441,-8.167819,-0.005177284,0.06852804,9.740314,-8.584291,-1.154705,1.936843,0.233169,-2.521657,-12.2229,-1.921148,15.41791,-3.836502,-1.884398,6.172347,3.979756,-3.142597,-0.3032579,-1.307909,-16.78885,-3.125183,-3.790907,0.9457558,0.1412742,21.44214,-2.642095,-6.728349,-4.334043,-2.9192,7.952389,4.704446,-2.312402,-1.431355,7.352553,-18.9877,1.198283
-10.78699,0.6244705,-3.404558,9.74334,-0.8765045,-3.078798,-8.825812,-0.000129774,0,9.682736,-2.739719,-38.30561,9.710535,1.296677,-4.82905,-8.169934,-0.005170453,0.06852804,9.741686,-8.584981,-1.154536,1.936136,0.2322401,-2.518628,-12.22224,-1.920608,15.41747,-3.838135,-1.884502,6.168009,3.981232,-3.141498,-0.3032579,-1.307909,-16.78761,-3.125622,-3.796998,0.9477639,0.1312212,21.44258,-2.643871,-6.727824,-4.335263,-2.917657,7.951324,4.706402,-2.316021,-1.435996,7.354074,-18.9978,1.198936
-10.78523,0.6225991,-3.400991,9.742352,-0.8774334,-3.08242,-8.831443,-0.000122943,0,9.687141,-2.74006,-38.30437,9.708449,1.297326,-4.832902,-8.170704,-0.005149963,0.06852804,9.74219,-8.582631,-1.151991,1.934518,0.2316117,-2.512558,-12.22131,-1.919488,15.4143,-3.839206,-1.885955,6.165086,3.981085,-3.139906,-0.3058279,-1.304913,-16.78591,-3.125371,-3.811616,0.9519098,0.1170339,21.44486,-2.645476,-6.727941,-4.338064,-2.915979,7.942588,4.709814,-2.318562,-1.441708,7.361008,-19.01454,1.20073
-10.7841,0.6223054,-3.399148,9.741988,-0.8768734,-3.084705,-8.835023,-0.000136604,0,9.68984,-2.74019,-38.30358,9.705289,1.29667,-4.836792,-8.167411,-0.005115812,0.06255726,9.740314,-8.580343,-1.14995,1.934214,0.2316322,-2.508426,-12.22047,-1.91944,15.41321,-3.838288,-1.88471,6.173152,3.97764,-3.141655,-0.3134116,-1.301159,-16.78538,-3.124682,-3.819519,0.9546624,0.1101434,21.44501,-2.644376,-6.729281,-4.339147,-2.915174,7.93767,4.710521,-2.319355,-1.444556,7.364392,-19.02217,1.201219
-10.78188,0.6210896,-3.393153,9.740636,-0.8755961,-3.084261,-8.839513,-0.000143434,0,9.692539,-2.738783,-38.30754,9.700162,1.295523,-4.847109,-8.161135,-0.005108981,0.0656106,9.738315,-8.575377,-1.14415,1.932493,0.2312975,-2.50069,-12.21947,-1.921974,15.41179,-3.836093,-1.881696,6.178179,3.970692,-3.146436,-0.3238513,-1.294071,-16.78592,-3.123304,-3.835736,0.9592727,0.09691329,21.44519,-2.643399,-6.730068,-4.34217,-2.918328,7.938831,4.710313,-2.313761,-1.453334,7.369079,-19.02868,1.200893
-10.78266,0.6212262,-3.388187,9.745681,-0.8728436,-3.083309,-8.848176,-0.000150264,0,9.69623,-2.740552,-38.31182,9.701561,1.293023,-4.851553,-8.159859,-0.005081661,0.0656106,9.735549,-8.57145,-1.145347,1.932898,0.2310858,-2.498105,-12.2179,-1.924515,15.41527,-3.845423,-1.883463,6.16568,3.97695,-3.144551,-0.3109043,-1.292255,-16.78974,-3.123617,-3.85463,0.9748456,0.09278741,21.44349,-2.642532,-6.731554,-4.349876,-2.918798,7.936086,4.712226,-2.309253,-1.446992,7.357968,-19.06334,1.198283
-10.78282,0.6220527,-3.385297,9.748989,-0.8707945,-3.082864,-8.855079,-0.000122943,0,9.699392,-2.743373,-38.31376,9.701359,1.291199,-4.852159,-8.158367,-0.005081661,0.06255726,9.734397,-8.570105,-1.146883,1.933303,0.2309219,-2.492615,-12.20838,-1.9197,15.41379,-3.848936,-1.886371,6.17499,3.97887,-3.140009,-0.3071049,-1.295129,-16.78894,-3.123993,-3.861786,0.9849885,0.08392937,21.44874,-2.642334,-6.733302,-4.353612,-2.913831,7.927493,4.714844,-2.312006,-1.436132,7.348655,-19.07838,1.196485
-10.77936,0.6208984,-3.379682,9.747437,-0.8693191,-3.081149,-8.860867,-0.000122943,0,9.701804,-2.745319,-38.31882,9.699717,1.289745,-4.858736,-8.161303,-0.00505434,0.0656106,9.733568,-8.568117,-1.145859,1.926001,0.235382,-2.485222,-12.1954,-1.900726,15.40558,-3.838696,-1.885852,6.204954,3.973305,-3.139824,-0.3226406,-1.296488,-16.78993,-3.123554,-3.855138,0.9864159,0.07401875,21.4572,-2.642593,-6.725521,-4.345687,-2.909191,7.923655,4.711061,-2.319587,-1.420238,7.340293,-19.09476,1.19403
-10.77704,0.6180024,-3.373304,9.742856,-0.869244,-3.078607,-8.857807,-0.000122943,0,9.700912,-2.74519,-38.32275,9.698784,1.289663,-4.867799,-8.162145,-0.004992868,0.0656106,9.734115,-8.564607,-1.142781,1.9202,0.2391454,-2.481991,-12.19254,-1.897112,15.40959,-3.836298,-1.878261,6.216866,3.980789,-3.151381,-0.3414966,-1.310599,-16.78811,-3.123304,-3.838186,0.9632069,0.06852804,21.46026,-2.641268,-6.722429,-4.337612,-2.917456,7.934194,4.703946,-2.313706,-1.435314,7.325872,-19.11801,1.189761
-10.77799,0.6182346,-3.372027,9.745943,-0.8682331,-3.080006,-8.861843,-0.000136604,0,9.701338,-2.745729,-38.32421,9.699493,1.288604,-4.870093,-8.160388,-0.004999699,0.06852804,9.732074,-8.561321,-1.141924,1.918059,0.2390361,-2.482385,-12.19081,-1.899503,15.41186,-3.839461,-1.876801,6.210561,3.989487,-3.153649,-0.3374619,-1.310749,-16.79189,-3.124682,-3.831241,0.9567388,0.06852804,21.46108,-2.638079,-6.725025,-4.33445,-2.917926,7.935211,4.701197,-2.312142,-1.4432,7.322282,-19.12947,1.188774
-10.77979,0.6198124,-3.371156,9.755058,-0.8641829,-3.083372,-8.873783,-0.000136604,0,9.704276,-2.748673,-38.32936,9.701217,1.284772,-4.86957,-8.156201,-0.004958718,0.06255726,9.729528,-8.553753,-1.143123,1.919996,0.2440836,-2.490493,-12.19364,-1.899441,15.41492,-3.841552,-1.875341,6.189094,3.993853,-3.150083,-0.3195939,-1.306412,-16.79744,-3.126687,-3.836145,0.9417533,0.07661668,21.45779,-2.635108,-6.729747,-4.335535,-2.914502,7.912713,4.696736,-2.316117,-1.419411,7.316037,-19.17403,1.188609
-10.77919,0.619867,-3.371852,9.759129,-0.8593403,-3.079115,-8.879427,-0.000143434,0,9.702858,-2.752033,-38.34435,9.702838,1.280934,-4.867034,-8.156249,-0.004904076,0.05934703,9.727103,-8.546548,-1.145005,1.929351,0.2504016,-2.490493,-12.18673,-1.900883,15.41951,-3.840073,-1.873775,6.195029,3.98192,-3.150534,-0.3380413,-1.300407,-16.79849,-3.125559,-3.866296,0.93674,0.07661668,21.46395,-2.640975,-6.739125,-4.346768,-2.912554,7.880338,4.698654,-2.316459,-1.405138,7.287527,-19.19304,1.181509
-10.77879,0.6193752,-3.370168,9.760318,-0.8570932,-3.076062,-8.880577,-0.000116113,0,9.701196,-2.754021,-38.34983,9.704438,1.27909,-4.868805,-8.157092,-0.004917736,0.06255726,9.724717,-8.542354,-1.144663,1.935023,0.2508797,-2.488135,-12.18279,-1.903854,15.41969,-3.83992,-1.874819,6.205138,3.976261,-3.152091,-0.3544303,-1.295582,-16.79608,-3.124056,-3.886956,0.9401619,0.07661668,21.46838,-2.643577,-6.744536,-4.353297,-2.912688,7.87137,4.701322,-2.312449,-1.413747,7.271113,-19.19732,1.177361
-10.77744,0.6189927,-3.36383,9.765715,-0.8526125,-3.074216,-8.887588,-0.000163925,0,9.69996,-2.7576,-38.35349,9.708428,1.274425,-4.87785,-8.157838,-0.004897246,0.06255726,9.721462,-8.533912,-1.143294,1.946419,0.250463,-2.486954,-12.18245,-1.910541,15.42274,-3.843896,-1.874297,6.20826,3.969114,-3.15035,-0.3544303,-1.290437,-16.79025,-3.122865,-3.928548,0.9516093,0.07912937,21.46853,-2.647839,-6.75337,-4.36022,-2.915107,7.870489,4.700988,-2.305653,-1.431218,7.257231,-19.19819,1.174365
-10.77346,0.618016,-3.360919,9.77125,-0.8495867,-3.07568,-8.898722,-0.000143434,0,9.698074,-2.760045,-38.35799,9.712418,1.270654,-4.886277,-8.1639,-0.004917736,0.06255726,9.719824,-8.526876,-1.136944,1.955547,0.250101,-2.484119,-12.18028,-1.915206,15.42281,-3.848936,-1.87701,6.202078,3.973157,-3.14313,-0.329838,-1.296337,-16.7815,-3.12368,-3.952997,0.9677217,0.08392937,21.46641,-2.649492,-6.755403,-4.360714,-2.918127,7.869375,4.702197,-2.305667,-1.427796,7.246408,-19.20847,1.175198
-10.77008,0.617251,-3.360336,9.772779,-0.8483163,-3.074726,-8.904526,-0.000150264,0,9.698703,-2.761391,-38.36232,9.713814,1.269179,-4.889724,-8.168756,-0.004917736,0.05934703,9.718691,-8.52409,-1.134014,1.957148,0.2508729,-2.483725,-12.17974,-1.913525,15.41982,-3.844915,-1.878261,6.20453,3.97015,-3.140323,-0.329838,-1.311196,-16.78053,-3.125935,-3.953393,0.9769356,0.08156469,21.46468,-2.64898,-6.75122,-4.358917,-2.920675,7.869956,4.702821,-2.30523,-1.42615,7.250062,-19.22453,1.177029
-10.76097,0.6159806,-3.357014,9.773785,-0.8446827,-3.070712,-8.916564,-0.000136604,0,9.698784,-2.764533,-38.37132,9.713328,1.265791,-4.892128,-8.176084,-0.004931397,0.05934703,9.716283,-8.519411,-1.134877,1.958847,0.2530585,-2.483962,-12.179,-1.908027,15.41362,-3.832314,-1.878886,6.215773,3.966053,-3.137898,-0.3533245,-1.327512,-16.77742,-3.128251,-3.943871,0.9919894,0.07912937,21.4636,-2.648686,-6.742645,-4.355366,-2.929843,7.876287,4.718125,-2.306166,-1.42615,7.235787,-19.24395,1.17952
-10.74864,0.6131802,-3.35538,9.770365,-0.8423194,-3.069245,-8.925901,-0.000150264,0,9.69629,-2.767183,-38.38184,9.710939,1.263325,-4.89705,-8.186572,-0.004910906,0.06255726,9.71772,-8.515231,-1.132806,1.96264,0.2523277,-2.479703,-12.17359,-1.908655,15.40905,-3.826331,-1.876384,6.225513,3.965609,-3.138349,-0.3763854,-1.332514,-16.77452,-3.131191,-3.939946,0.9989698,0.06852804,21.46739,-2.646582,-6.736738,-4.349426,-2.939115,7.877701,4.727417,-2.30217,-1.436677,7.243863,-19.28649,1.186632
-10.74272,0.6118552,-3.355964,9.769398,-0.8415818,-3.070648,-8.932062,-0.000157094,0,9.695966,-2.76859,-38.38559,9.710251,1.262567,-4.89529,-8.193188,-0.004931397,0.06255726,9.718772,-8.514555,-1.134532,1.966425,0.2511324,-2.478045,-12.17186,-1.91078,15.40842,-3.827713,-1.875237,6.225035,3.96862,-3.138069,-0.3789758,-1.333542,-16.77697,-3.133566,-3.940642,0.9998236,0.06255726,21.46869,-2.646159,-6.735777,-4.34875,-2.943707,7.875154,4.730896,-2.298038,-1.4432,7.248574,-19.30263,1.189432
-10.73132,0.6090343,-3.357947,9.765795,-0.8404958,-3.074789,-8.941427,-0.000122943,0,9.694851,-2.770092,-38.39272,9.708652,1.261556,-4.889724,-8.207147,-0.004938227,0.0656106,9.721139,-8.512205,-1.139008,1.976551,0.2505382,-2.483174,-12.17508,-1.91106,15.41116,-3.831139,-1.872208,6.209708,3.972418,-3.14201,-0.3794918,-1.340275,-16.78489,-3.136813,-3.943672,1.000281,0.05934703,21.46479,-2.650387,-6.733855,-4.352172,-2.949354,7.873207,4.735076,-2.296064,-1.448344,7.251443,-19.32113,1.193046
-10.72012,0.6060837,-3.359637,9.759995,-0.8387541,-3.074916,-8.945271,-0.000143434,0,9.691463,-2.772613,-38.40423,9.706828,1.259951,-4.892447,-8.219649,-0.004938227,0.06255726,9.724636,-8.511447,-1.134704,1.984259,0.2517403,-2.484435,-12.17332,-1.907877,15.40938,-3.822645,-1.869593,6.202283,3.964621,-3.143335,-0.3971285,-1.325446,-16.80417,-3.140867,-3.935421,0.9872082,0.04845664,21.46629,-2.653303,-6.731117,-4.351992,-2.954196,7.86594,4.729198,-2.298905,-1.445233,7.281629,-19.35757,1.202196
-10.7153,0.604622,-3.360103,9.758947,-0.8382282,-3.074662,-8.948631,-0.000170755,0,9.690328,-2.77335,-38.40936,9.707315,1.259145,-4.897571,-8.226288,-0.004951887,0.0656106,9.727264,-8.511112,-1.130039,1.987511,0.2508865,-2.481991,-12.16954,-1.907993,15.40763,-3.817981,-1.87158,6.204264,3.958788,-3.139845,-0.4159008,-1.323082,-16.8047,-3.142238,-3.928299,0.9789915,0.04423466,21.47007,-2.653802,-6.731699,-4.353162,-2.955918,7.859205,4.725841,-2.300551,-1.443472,7.287823,-19.36278,1.204148
-10.70614,0.6030921,-3.363423,9.758443,-0.8370329,-3.083753,-8.956356,-0.000150264,0,9.686309,-2.773378,-38.41359,9.705876,1.257499,-4.89813,-8.233277,-0.004958718,0.05934703,9.727588,-8.508005,-1.127612,1.995177,0.247649,-2.483331,-12.16732,-1.909106,15.40333,-3.815621,-1.876176,6.206552,3.955176,-3.132769,-0.4396856,-1.326627,-16.80415,-3.145165,-3.911564,0.9651399,0.04423466,21.47197,-2.654744,-6.731,-4.358423,-2.961145,7.851016,4.723851,-2.295852,-1.437358,7.291457,-19.36521,1.205447
-10.69802,0.6017192,-3.367553,9.757033,-0.8342871,-3.089208,-8.960282,-0.000150264,0,9.680583,-2.774423,-38.42149,9.705269,1.255293,-4.892447,-8.240024,-0.004972378,0.06255726,9.727628,-8.505696,-1.131769,2.004279,0.2445071,-2.487977,-12.16854,-1.910554,15.40119,-3.814645,-1.878886,6.206839,3.94928,-3.123698,-0.4379019,-1.327364,-16.80526,-3.1484,-3.894656,0.9538838,0.04845664,21.46976,-2.658672,-6.731292,-4.367895,-2.964977,7.849158,4.72551,-2.29187,-1.426973,7.29256,-19.36305,1.20561
-10.69469,0.6010362,-3.369471,9.756065,-0.8325728,-3.089208,-8.960282,-0.000129774,0,9.676521,-2.775557,-38.4282,9.705755,1.254084,-4.891006,-8.243574,-0.005006529,0.0656106,9.729023,-8.504214,-1.132115,2.009447,0.241413,-2.488606,-12.16815,-1.911715,15.40078,-3.815005,-1.88128,6.21007,3.947891,-3.121178,-0.4316007,-1.327217,-16.81332,-3.151259,-3.883781,0.9525587,0.04845664,21.4698,-2.660304,-6.732865,-4.375108,-2.965901,7.85133,4.729115,-2.289862,-1.426287,7.29178,-19.35969,1.205934
-10.68745,0.5997931,-3.371678,9.752801,-0.8292191,-3.089208,-8.958484,-0.000122943,0,9.670058,-2.777128,-38.44132,9.705937,1.251557,-4.891887,-8.249145,-0.004979208,0.06255726,9.730256,-8.501031,-1.132115,2.017612,0.2360172,-2.490572,-12.1679,-1.914044,15.39503,-3.812232,-1.88336,6.217084,3.944417,-3.12057,-0.4261257,-1.328396,-16.81681,-3.153619,-3.862749,0.9498402,0.05595291,21.47034,-2.663364,-6.73368,-4.383739,-2.973548,7.858337,4.736028,-2.28407,-1.426836,7.295438,-19.34301,1.206745
-10.68017,0.5987207,-3.373072,9.750744,-0.8261319,-3.091742,-8.95708,-0.000150264,0,9.661393,-2.777694,-38.45084,9.706647,1.249351,-4.888081,-8.253285,-0.004999699,0.0656106,9.728174,-8.497377,-1.136944,2.023714,0.2301705,-2.493478,-12.16987,-1.919447,15.38863,-3.809303,-1.887511,6.218832,3.941586,-3.116588,-0.4329587,-1.328101,-16.81084,-3.154798,-3.839971,0.9486586,0.07132626,21.46998,-2.667257,-6.734147,-4.382399,-2.980386,7.861596,4.737351,-2.277035,-1.42615,7.303448,-19.33884,1.210146
-10.67667,0.5979489,-3.374116,9.75036,-0.8247112,-3.091172,-8.956488,-0.000136604,0,9.656793,-2.778364,-38.45661,9.708347,1.248518,-4.884994,-8.257068,-0.005020189,0.0656106,9.726295,-8.49569,-1.139695,2.026516,0.2278756,-2.494028,-12.17042,-1.921489,15.38514,-3.809252,-1.890102,6.216668,3.941338,-3.111342,-0.4325065,-1.327954,-16.80576,-3.155543,-3.828992,0.9438775,0.08156469,21.4696,-2.669238,-6.732282,-4.381416,-2.98439,7.858816,4.739955,-2.272745,-1.427385,7.303958,-19.34332,1.211439
-10.66933,0.596296,-3.376726,9.750199,-0.8220543,-3.095285,-8.955413,-0.000122943,0,9.648116,-2.778022,-38.46542,9.713368,1.246311,-4.885154,-8.267262,-0.004999699,0.0656106,9.724939,-8.4936,-1.13746,2.032399,0.2238663,-2.496381,-12.17421,-1.927165,15.37945,-3.808944,-1.892172,6.209209,3.940891,-3.107142,-0.4297835,-1.332514,-16.80225,-3.157713,-3.808635,0.9300874,0.1101434,21.46708,-2.672646,-6.727212,-4.382354,-2.991794,7.852464,4.750771,-2.265458,-1.433814,7.294443,-19.35102,1.212892
-10.66038,0.5937961,-3.380088,9.747558,-0.8200598,-3.100467,-8.951945,-0.000150264,0,9.63835,-2.777667,-38.47624,9.718205,1.24498,-4.884352,-8.280102,-0.005027019,0.0656106,9.725305,-8.492766,-1.135739,2.037785,0.2202873,-2.499593,-12.17809,-1.933756,15.37414,-3.805394,-1.894652,6.203847,3.936764,-3.104451,-0.4334104,-1.338083,-16.80901,-3.161307,-3.791992,0.9071994,0.1467098,21.46511,-2.673507,-6.722021,-4.380432,-2.999505,7.848577,4.755057,-2.260444,-1.438855,7.295599,-19.35816,1.215792
-10.65555,0.592437,-3.381941,9.744935,-0.8190627,-3.10072,-8.948368,-0.000150264,0,9.632516,-2.77708,-38.48394,9.719783,1.244672,-4.883189,-8.285625,-0.00504751,0.0656106,9.725223,-8.491926,-1.136256,2.040376,0.218689,-2.50022,-12.17876,-1.937301,15.37169,-3.803027,-1.896614,6.203431,3.933629,-3.103945,-0.4343124,-1.338376,-16.81245,-3.162298,-3.785532,0.8921388,0.1631294,21.46587,-2.674429,-6.719481,-4.378375,-3.002701,7.843837,4.755387,-2.25931,-1.438311,7.293959,-19.36271,1.216757
-10.64442,0.5906543,-3.385817,9.73993,-0.8160027,-3.097562,-8.944723,-0.000143434,0,9.622592,-2.777312,-38.50335,9.720369,1.242951,-4.883109,-8.294981,-0.00504068,0.06255726,9.724536,-8.490417,-1.135566,2.048991,0.2151168,-2.502098,-12.17994,-1.945388,15.3694,-3.79906,-1.901251,6.202686,3.925307,-3.098051,-0.4370072,-1.336473,-16.81878,-3.164773,-3.782479,0.8633633,0.1988102,21.46622,-2.676587,-6.717876,-4.376853,-3.008563,7.835094,4.756169,-2.253812,-1.441844,7.2875,-19.37027,1.218204
