Pelvis_extension,Pelvis_lateral_flexion_rotation,Pelvis_axial_rotation,LeftHip_flexion,LeftHip_adduction,LeftHip_external_rotation,LeftKnee_flexion,LeftKnee_adduction,LeftKnee_external_rotation,LeftAnkle_dorsiflexion,LeftAnkle_inversion,LeftAnkle_internal_rotation,RightHip_flexion,RightHip_adduction,RightHip_external_rotation,RightKnee_flexion,RightKnee_adduction,RightKnee_external_rotation,RightAnkle_dorsiflexion,RightAnkle_inversion,RightAnkle_internal_rotation,Thorax_extension,Thorax_lateral_flexion_rotation,Thorax_axial_rotation,LeftScapula_protraction,LeftScapula_medial_rotation,LeftScapula_posterior_tilt,LeftShoulder_flexion,LeftShoulder_abduction,LeftShoulder_external_rotation,LeftElbow_flexion,LeftElbow_abduction,LeftElbow_pronation,LeftWrist_flexion,LeftWrist_abduction,LeftWrist_pronation,Neck_flexion,Neck_left-ward_tilt,Neck_right-ward_rotation,RightScapula_protraction,RightScapula_medial_rotation,RightScapula_posterior_tilt,RightShoulder_flexion,RightShoulder_abduction,RightShoulder_external_rotation,RightElbow_flexion,RightElbow_abduction,RightElbow_pronation,RightWrist_flexion,RightWrist_abduction,RightWrist_pronation
-10.517,0.5494546,-3.095033,9.461926,-0.7944672,-2.379979,-8.065966,-0.000170755,0,8.967669,-2.62866,-37.98378,9.853789,1.237125,-4.63971,-8.174619,-0.004446453,0.05595291,9.339615,-8.345064,-1.769899,2.503428,0.251269,-2.055761,-12.00893,-1.568416,15.64185,-4.131806,-1.646394,6.500278,4.489212,-3.414336,-0.01978234,-1.906905,-17.88553,-3.408352,-4.343342,1.659381,0.3566318,21.64211,-2.467843,-6.73962,-4.332959,-2.740312,8.229381,4.545968,-2.247091,-1.566231,7.354981,-18.98168,1.245055
-10.48794,0.5414906,-3.075426,9.47486,-0.7986472,-2.367777,-8.143482,-0.000150264,0,8.998377,-2.637641,-37.97977,9.864281,1.235813,-4.665687,-8.240047,-0.004501095,0.05595291,9.361727,-8.358472,-1.762475,2.516451,0.2430318,-2.043156,-12.01421,-1.563116,15.63832,-4.13138,-1.646513,6.439878,4.422263,-3.380343,0.03426402,-1.92925,-17.81642,-3.400703,-4.53855,1.72491,0.3620769,21.63245,-2.470172,-6.730418,-4.32196,-2.762509,8.212544,4.536478,-2.21057,-1.561225,7.329915,-18.80485,1.235431
-10.47317,0.5381779,-3.06848,9.473345,-0.8004913,-2.365544,-8.169382,-0.000170755,0,9.007673,-2.640818,-37.97861,9.86125,1.235848,-4.676297,-8.260872,-0.004569396,0.05595291,9.369302,-8.363847,-1.757917,2.521346,0.2384419,-2.03442,-12.0098,-1.554517,15.63445,-4.131285,-1.648533,6.431873,4.396321,-3.360678,0.05934703,-1.953144,-17.78493,-3.399494,-4.608787,1.755488,0.3566318,21.63187,-2.470862,-6.724092,-4.322686,-2.766969,8.200523,4.539111,-2.200673,-1.553812,7.326515,-18.59682,1.229715
-10.44393,0.5318395,-3.059471,9.46662,-0.8041523,-2.362563,-8.21769,-0.000163925,0,9.029002,-2.648549,-37.98013,9.853969,1.235745,-4.70303,-8.306454,-0.004630868,0.05934703,9.393877,-8.378723,-1.738776,2.522821,0.2326499,-2.024487,-12.00875,-1.536232,15.61656,-4.121222,-1.644015,6.444502,4.350327,-3.331336,0.09487279,-1.962241,-17.7401,-3.397881,-4.68939,1.795179,0.3363003,21.62218,-2.473348,-6.703731,-4.316746,-2.774811,8.19915,4.538291,-2.19637,-1.540277,7.320192,-18.61996,1.232418
-10.41994,0.5241145,-3.053707,9.445333,-0.8089198,-2.356757,-8.229247,-0.000170755,0,9.03705,-2.647873,-37.98791,9.839951,1.240219,-4.708441,-8.331615,-0.004753812,0.05934703,9.410872,-8.389057,-1.740238,2.530103,0.2269877,-2.014797,-12.00929,-1.529443,15.61697,-4.132328,-1.632788,6.468633,4.329929,-3.312416,0.1398823,-2.029315,-17.71191,-3.402142,-4.728121,1.79912,0.3058279,21.61717,-2.477392,-6.69858,-4.321734,-2.792671,8.227291,4.53138,-2.186105,-1.55293,7.33631,-18.65003,1.238753
-10.41376,0.5235818,-3.055053,9.442961,-0.8094935,-2.359081,-8.239858,-0.000129774,0,9.043137,-2.650202,-37.99186,9.834314,1.240458,-4.7126,-8.336846,-0.004760642,0.05934703,9.41676,-8.391898,-1.735622,2.536593,0.2242283,-2.014894,-12.01132,-1.527633,15.62176,-4.143591,-1.626182,6.468449,4.325539,-3.306187,0.174713,-2.096765,-17.72894,-3.410362,-4.739625,1.794878,0.2947506,21.6132,-2.480049,-6.702181,-4.331919,-2.803026,8.249072,4.531899,-2.178851,-1.566605,7.361647,-18.69379,1.242223
-10.40635,0.5271335,-3.061454,9.445292,-0.8059692,-2.365296,-8.264864,-0.000143434,0,9.053451,-2.655905,-38.00176,9.82247,1.237077,-4.713971,-8.337175,-0.004794793,0.05595291,9.424981,-8.394814,-1.727824,2.55428,0.2216396,-2.026806,-12.01703,-1.52458,15.63437,-4.165182,-1.611434,6.453272,4.312979,-3.299084,0.2414744,-1.99233,-17.70433,-3.391941,-4.761644,1.778329,0.2853053,21.60414,-2.489959,-6.70996,-4.363633,-2.824315,8.270232,4.539111,-2.165382,-1.547502,7.386101,-18.74047,1.250388
-10.40284,0.5280215,-3.075044,9.437361,-0.8044187,-2.376111,-8.263201,-0.000177585,0,9.054471,-2.660782,-38.01567,9.813998,1.235882,-4.714844,-8.340472,-0.004842604,0.06255726,9.435069,-8.397438,-1.714977,2.57329,0.2185456,-2.041623,-12.01708,-1.526062,15.64411,-4.178702,-1.601078,6.441251,4.290031,-3.294665,0.2676108,-1.758028,-17.57536,-3.338416,-4.776637,1.754156,0.2859903,21.60299,-2.500662,-6.719102,-4.397925,-2.837108,8.274036,4.543468,-2.16017,-1.503241,7.392181,-18.60645,1.247881
-10.40254,0.5275502,-3.08242,9.43084,-0.8042821,-2.382199,-8.254428,-0.000163925,0,9.051259,-2.661643,-38.02264,9.810812,1.236251,-4.713057,-8.341461,-0.004835774,0.05934703,9.44015,-8.398845,-1.709606,2.580582,0.2157793,-2.050423,-12.01903,-1.528405,15.64606,-4.182403,-1.598387,6.440035,4.280845,-3.295607,0.261696,-1.649838,-17.49539,-3.30926,-4.776965,1.740571,0.2914124,21.60174,-2.505839,-6.723625,-4.413484,-2.843862,8.27722,4.546097,-2.155136,-1.492003,7.394226,-18.6058,1.248038
-10.40433,0.5294216,-3.09674,9.423875,-0.8017413,-2.392529,-8.241669,-0.000170755,0,9.047112,-2.663589,-38.03852,9.803353,1.234775,-4.715675,-8.333665,-0.004863095,0.05934703,9.444772,-8.399378,-1.693504,2.588761,0.2110733,-2.071221,-12.02705,-1.530775,15.64572,-4.183994,-1.596672,6.435459,4.253489,-3.293907,0.2556444,-1.523157,-17.40185,-3.303161,-4.755593,1.710402,0.3071049,21.59351,-2.512984,-6.731292,-4.431333,-2.858485,8.288476,4.540492,-2.145117,-1.492659,7.404329,-18.59906,1.248352
-10.4076,0.5350497,-3.114202,9.426565,-0.7967894,-2.405664,-8.241191,-0.000163925,0,9.046395,-2.6657,-38.05437,9.794243,1.230862,-4.714636,-8.316801,-0.004869925,0.06255726,9.444835,-8.397144,-1.676664,2.587853,0.2079656,-2.090502,-12.03278,-1.533132,15.64369,-4.181419,-1.599366,6.42714,4.234523,-3.296714,0.2654082,-1.188444,-17.12389,-3.260207,-4.697278,1.679352,0.3202056,21.59039,-2.520388,-6.729485,-4.435618,-2.870649,8.282104,4.524329,-2.139372,-1.492003,7.389421,-18.53754,1.240805
-10.40889,0.5382121,-3.123304,9.43061,-0.7938729,-2.410216,-8.245693,-0.000177585,0,9.047829,-2.667209,-38.0635,9.790167,1.228362,-4.715633,-8.308865,-0.004876755,0.05934703,9.443898,-8.395518,-1.665892,2.583311,0.2069889,-2.102358,-12.03526,-1.534006,15.64017,-4.176404,-1.601811,6.420842,4.227951,-3.302287,0.2668786,-1.085524,-17.03626,-3.228345,-4.654505,1.665132,0.3274564,21.5876,-2.522204,-6.726862,-4.437119,-2.875555,8.275785,4.520864,-2.138198,-1.488458,7.383151,-18.51563,1.237804
-10.41172,0.5429454,-3.144356,9.43913,-0.7900002,-2.423497,-8.253428,-0.000136604,0,9.048219,-2.669163,-38.08142,9.785546,1.225008,-4.712766,-8.298981,-0.004869925,0.06255726,9.443793,-8.392049,-1.647345,2.570093,0.2061419,-2.132215,-12.04367,-1.536772,15.62953,-4.158971,-1.613012,6.404614,4.216261,-3.307662,0.2586879,-1.106945,-17.04666,-3.226586,-4.557586,1.637927,0.3426407,21.58101,-2.527949,-6.719365,-4.443471,-2.885816,8.27099,4.527575,-2.137316,-1.475384,7.381238,-18.49588,1.235431
-10.41127,0.5469957,-3.165454,9.44396,-0.7862572,-2.435582,-8.261062,-0.000163925,0,9.049284,-2.671738,-38.10073,9.779296,1.221935,-4.705403,-8.293277,-0.004869925,0.05934703,9.44552,-8.390191,-1.634105,2.553973,0.2089355,-2.162656,-12.04932,-1.540966,15.61694,-4.138531,-1.623774,6.396916,4.205517,-3.30603,0.2272819,-1.152839,-17.03395,-3.224826,-4.460761,1.601092,0.3544303,21.57706,-2.533194,-6.712035,-4.447261,-2.900026,8.284856,4.540923,-2.133785,-1.474721,7.362633,-18.45064,1.229397
-10.40976,0.551449,-3.189605,9.4455,-0.7823709,-2.450084,-8.266218,-0.000170755,0,9.052821,-2.674272,-38.11898,9.770867,1.218745,-4.695025,-8.288303,-0.004876755,0.0656106,9.450515,-8.389426,-1.620758,2.545221,0.209557,-2.190799,-12.05333,-1.549647,15.61346,-4.129199,-1.633986,6.395462,4.202723,-3.303407,0.1897456,-1.20366,-17.00156,-3.221728,-4.387223,1.572392,0.3609945,21.57394,-2.53818,-6.714664,-4.458873,-2.910806,8.299568,4.565444,-2.125234,-1.479755,7.352179,-18.43066,1.22605
-10.40925,0.5529926,-3.201062,9.443939,-0.7812371,-2.458776,-8.26446,-0.000157094,0,9.052605,-2.674893,-38.12605,9.765976,1.217843,-4.692229,-8.284464,-0.004897246,0.06255726,9.452989,-8.389153,-1.613133,2.541219,0.2087579,-2.206732,-12.05638,-1.553772,15.61215,-4.123693,-1.640798,6.393241,4.199366,-3.302636,0.1701742,-1.212569,-16.99693,-3.220269,-4.358872,1.566333,0.3631561,21.56812,-2.539239,-6.716475,-4.461815,-2.913158,8.304923,4.578126,-2.123199,-1.478564,7.352099,-18.43991,1.227485
-10.41002,0.556838,-3.221728,9.445333,-0.7785596,-2.474804,-8.266099,-0.000157094,0,9.052952,-2.676751,-38.14156,9.759713,1.215555,-4.687217,-8.279058,-0.004904076,0.06255726,9.457645,-8.388701,-1.598142,2.533659,0.208997,-2.234233,-12.05821,-1.558717,15.61167,-4.111517,-1.651379,6.38857,4.191571,-3.300792,0.1370561,-1.221092,-16.99014,-3.217472,-4.318561,1.555589,0.3593647,21.56424,-2.541281,-6.719773,-4.456764,-2.916114,8.306405,4.595848,-2.119893,-1.47671,7.343741,-18.46834,1.22876
-10.41027,0.5587573,-3.230952,9.446791,-0.777337,-2.483962,-8.269138,-0.000157094,0,9.054731,-2.678247,-38.14577,9.757618,1.214237,-4.685586,-8.27856,-0.004917736,0.06255726,9.461386,-8.389064,-1.590901,2.530954,0.2094409,-2.244982,-12.05606,-1.561593,15.61176,-4.107944,-1.654339,6.386951,4.191757,-3.301543,0.1219466,-1.222373,-16.98671,-3.216316,-4.308936,1.549176,0.3516591,21.56647,-2.541712,-6.723508,-4.452982,-2.916718,8.301167,4.604833,-2.117188,-1.477373,7.332806,-18.48159,1.228123
-10.41403,0.5632789,-3.250103,9.451783,-0.774318,-2.502645,-8.274029,-0.000150264,0,9.05881,-2.681177,-38.15627,9.75411,1.21102,-4.685294,-8.273958,-0.004917736,0.06255726,9.467139,-8.389215,-1.572341,2.524837,0.2110392,-2.268916,-12.05668,-1.567453,15.60797,-4.104652,-1.658592,6.384977,4.198293,-3.302888,0.08846933,-1.225411,-16.98777,-3.215768,-4.309299,1.540344,0.3426407,21.56474,-2.541889,-6.727532,-4.443869,-2.919803,8.285402,4.617152,-2.107496,-1.482134,7.314373,-18.48763,1.224932
-10.41905,0.5677049,-3.269083,9.455774,-0.7712103,-2.523984,-8.276046,-0.000177585,0,9.060957,-2.684654,-38.16433,9.750038,1.207871,-4.684416,-8.267476,-0.004938227,0.0656106,9.471892,-8.389358,-1.556203,2.514661,0.2145704,-2.292857,-12.05871,-1.573197,15.59932,-4.095625,-1.661657,6.379977,4.199599,-3.298537,0.06852804,-1.214826,-16.97378,-3.213392,-4.325358,1.546519,0.3310224,21.56144,-2.54193,-6.724004,-4.429786,-2.919938,8.266441,4.622792,-2.101991,-1.490034,7.29603,-18.51395,1.221573
-10.42241,0.5690982,-3.278113,9.455733,-0.770138,-2.534586,-8.27194,-0.000136604,0,9.059743,-2.685432,-38.16816,9.748344,1.207161,-4.679814,-8.263652,-0.004931397,0.06852804,9.47403,-8.389112,-1.551669,2.509753,0.2162506,-2.302993,-12.05795,-1.575424,15.59546,-4.090314,-1.662599,6.378345,4.19498,-3.295976,0.06255726,-1.210469,-16.96751,-3.212296,-4.337386,1.557597,0.3220336,21.56226,-2.543296,-6.723712,-4.422839,-2.917389,8.257412,4.621817,-2.102209,-1.497371,7.293044,-18.51823,1.22029
-10.42928,0.5718849,-3.294852,9.454985,-0.7674469,-2.554739,-8.263367,-0.000163925,0,9.059569,-2.687522,-38.17545,9.745237,1.205283,-4.669212,-8.256687,-0.004965547,0.06255726,9.477867,-8.387055,-1.543703,2.496381,0.2174664,-2.322289,-12.05666,-1.58,15.58505,-4.077463,-1.664011,6.376747,4.183713,-3.290594,0.04845664,-1.198447,-16.95351,-3.209369,-4.359995,1.585943,0.3006659,21.56276,-2.541848,-6.721758,-4.408689,-2.911075,8.243315,4.623045,-2.106963,-1.504932,7.288899,-18.52074,1.219167
-10.43649,0.5744804,-3.310206,9.453011,-0.765111,-2.569103,-8.252644,-0.000150264,0,9.057617,-2.68936,-38.18494,9.74215,1.203971,-4.660057,-8.24905,-0.004958718,0.0656106,9.480521,-8.387363,-1.537224,2.483253,0.2176508,-2.341008,-12.05707,-1.584167,15.57681,-4.069675,-1.666479,6.376057,4.173074,-3.283518,0.04845664,-1.185642,-16.93369,-3.204302,-4.378062,1.614629,0.2797648,21.56209,-2.543959,-6.720882,-4.398014,-2.902657,8.233869,4.622622,-2.11632,-1.498155,7.295599,-18.54968,1.222053
-10.44084,0.5755527,-3.31824,9.452657,-0.7646875,-2.575875,-8.246312,-0.000150264,0,9.056836,-2.689483,-38.19077,9.741767,1.203992,-4.65724,-8.245455,-0.004972378,0.05934703,9.482221,-8.387316,-1.531357,2.475121,0.2180538,-2.35102,-12.05925,-1.585874,15.5724,-4.06539,-1.666714,6.373721,4.169083,-3.280444,0.05934703,-1.181177,-16.92337,-3.201979,-4.382086,1.628338,0.2705197,21.55863,-2.544034,-6.719102,-4.392845,-2.90097,8.231341,4.622664,-2.118902,-1.49724,7.300707,-18.56129,1.223173
-10.44892,0.5766729,-3.331136,9.45118,-0.7644689,-2.588912,-8.234494,-0.000157094,0,9.054645,-2.690179,-38.20028,9.740496,1.204804,-4.648441,-8.238237,-0.005020189,0.06255726,9.483631,-8.385936,-1.528031,2.462038,0.2175415,-2.367529,-12.06366,-1.593135,15.56814,-4.061438,-1.66777,6.372853,4.160101,-3.276394,0.07132626,-1.18068,-16.90963,-3.198248,-4.38825,1.657803,0.2470816,21.55394,-2.542825,-6.719394,-4.388295,-2.896108,8.224162,4.622029,-2.126941,-1.493052,7.313381,-18.58486,1.22605
-10.45927,0.5794186,-3.343222,9.453862,-0.7630209,-2.60226,-8.228269,-0.000157094,0,9.056121,-2.691696,-38.20822,9.738416,1.205166,-4.628254,-8.226048,-0.005006529,0.06255726,9.479174,-8.384071,-1.534549,2.447286,0.214987,-2.380884,-12.06643,-1.602752,15.56224,-4.054682,-1.671404,6.376057,4.14959,-3.271312,0.07912937,-1.188115,-16.90013,-3.196166,-4.385125,1.690554,0.2229358,21.55157,-2.541281,-6.719657,-4.384811,-2.891982,8.219313,4.619528,-2.132153,-1.488983,7.32531,-18.60798,1.228282
-10.4648,0.5806686,-3.348137,9.455442,-0.7625496,-2.606919,-8.225499,-0.000150264,0,9.056337,-2.692775,-38.21305,9.737487,1.205351,-4.623893,-8.219697,-0.004986038,0.0656106,9.477681,-8.382302,-1.531996,2.440639,0.213901,-2.387533,-12.06916,-1.608475,15.56059,-4.052266,-1.673393,6.378078,4.144962,-3.268382,0.07912937,-1.191733,-16.89701,-3.195369,-4.381237,1.704938,0.2093567,21.55029,-2.541691,-6.720824,-4.384722,-2.889951,8.218562,4.61677,-2.135746,-1.486089,7.329594,-18.61776,1.228282
-10.47728,0.5833459,-3.35818,9.461843,-0.7625428,-2.62025,-8.223328,-0.000157094,0,9.060827,-2.693724,-38.21845,9.738376,1.205761,-4.620502,-8.209468,-0.004931397,0.0656106,9.476146,-8.379802,-1.522257,2.427855,0.213177,-2.399636,-12.0731,-1.616788,15.55762,-4.04864,-1.678414,6.378051,4.140802,-3.264093,0.07912937,-1.190419,-16.89496,-3.193285,-4.369105,1.732587,0.183454,21.54752,-2.541916,-6.725083,-4.391685,-2.888257,8.212579,4.619061,-2.142077,-1.480152,7.34024,-18.62826,1.229238
-10.49033,0.5847257,-3.367321,9.467284,-0.7648924,-2.640491,-8.21824,-0.000163925,0,9.065186,-2.693683,-38.21504,9.743583,1.207297,-4.621732,-8.206238,-0.004945057,0.06255726,9.478842,-8.378942,-1.508569,2.414516,0.2126033,-2.408997,-12.0752,-1.625722,15.5542,-4.046898,-1.684466,6.377682,4.137301,-3.26246,0.08156469,-1.199915,-16.89706,-3.191078,-4.349876,1.749894,0.1594904,21.54486,-2.545523,-6.728727,-4.398147,-2.885409,8.211534,4.615667,-2.152158,-1.48068,7.344249,-18.63791,1.228123
-10.49653,0.585518,-3.371272,9.469754,-0.7659374,-2.650775,-8.216113,-0.000136604,0,9.068501,-2.692945,-38.21209,9.745601,1.207762,-4.62258,-8.204061,-0.004972378,0.06255726,9.480252,-8.377644,-1.501808,2.408266,0.2118861,-2.413949,-12.07718,-1.630428,15.55347,-4.04714,-1.687832,6.374991,4.137064,-3.261921,0.08392937,-1.220451,-16.89762,-3.190955,-4.338425,1.756602,0.1506579,21.54353,-2.547497,-6.730709,-4.401486,-2.883033,8.212497,4.611294,-2.158087,-1.478697,7.348228,-18.63783,1.227326
-10.50912,0.5882227,-3.379682,9.478489,-0.7672898,-2.667778,-8.218766,-0.000177585,0,9.077272,-2.693793,-38.20782,9.749111,1.207844,-4.625079,-8.198219,-0.004924566,0.06852804,9.483382,-8.375533,-1.486484,2.395472,0.2117973,-2.42083,-12.07955,-1.639252,15.55455,-4.044381,-1.695698,6.370067,4.133797,-3.260712,0.08156469,-1.236697,-16.89725,-3.188807,-4.30598,1.762961,0.1341704,21.54361,-2.550727,-6.733447,-4.409444,-2.878548,8.214067,4.601854,-2.174637,-1.470602,7.356688,-18.61679,1.22605
-10.52022,0.5909685,-3.387031,9.489536,-0.7693047,-2.684455,-8.230177,-0.000143434,0,9.089127,-2.695193,-38.20173,9.751732,1.208527,-4.622707,-8.194146,-0.004924566,0.06255726,9.486304,-8.375041,-1.477505,2.380144,0.212091,-2.426322,-12.08023,-1.648466,15.55233,-4.038276,-1.70548,6.36325,4.13247,-3.256258,0.06852804,-1.255386,-16.89225,-3.186842,-4.248975,1.759593,0.1170339,21.54377,-2.55042,-6.736185,-4.419294,-2.874874,8.218822,4.601727,-2.188919,-1.468204,7.370464,-18.60257,1.225731
-10.52534,0.5923072,-3.390786,9.495996,-0.7704864,-2.69399,-8.23938,-0.000143434,0,9.096668,-2.696272,-38.19693,9.752559,1.208786,-4.621774,-8.192685,-0.004951887,0.0656106,9.488293,-8.376196,-1.472862,2.372401,0.2130131,-2.430352,-12.08172,-1.652298,15.55082,-4.035122,-1.708461,6.358824,4.131948,-3.254804,0.05595291,-1.263465,-16.88717,-3.185736,-4.22211,1.756199,0.1153499,21.54156,-2.550789,-6.738339,-4.424831,-2.872694,8.221396,4.604407,-2.195865,-1.467004,7.375068,-18.59559,1.225411
-10.53469,0.5954149,-3.397247,9.509174,-0.7728018,-2.715989,-8.261608,-0.000136604,0,9.114148,-2.695684,-38.18419,9.750018,1.208677,-4.625884,-8.184461,-0.004958718,0.0656106,9.494196,-8.376749,-1.456965,2.356923,0.2158681,-2.437349,-12.08537,-1.660562,15.54941,-4.030169,-1.713151,6.350724,4.133797,-3.254244,0.04423466,-1.266714,-16.88585,-3.183523,-4.167908,1.744758,0.1119058,21.5386,-2.549792,-6.737291,-4.432703,-2.868876,8.223684,4.608234,-2.208132,-1.463131,7.388492,-18.59029,1.225411
-10.54275,0.5987344,-3.403466,9.525078,-0.7761554,-2.745735,-8.291075,-0.000157094,0,9.134563,-2.696559,-38.16352,9.747799,1.208418,-4.633753,-8.178966,-0.004992868,0.0656106,9.497839,-8.377808,-1.438174,2.341928,0.2191739,-2.442162,-12.08708,-1.669947,15.54813,-4.02555,-1.720674,6.340062,4.134459,-3.248711,0.02797646,-1.286944,-16.87293,-3.180508,-4.115755,1.729875,0.1065312,21.53955,-2.552298,-6.742151,-4.435618,-2.866828,8.222394,4.608447,-2.21402,-1.462997,7.386605,-18.56685,1.220771
-10.54727,0.600763,-3.405306,9.535392,-0.777419,-2.760382,-8.309361,-0.000177585,0,9.14729,-2.697276,-38.15045,9.747517,1.207755,-4.637683,-8.176229,-0.004972378,0.06852804,9.499846,-8.378415,-1.430945,2.335902,0.221141,-2.443845,-12.0873,-1.675678,15.54743,-4.025112,-1.724536,6.334051,4.135454,-3.244579,0.02797646,-1.289071,-16.87037,-3.179523,-4.093569,1.723469,0.1046783,21.54034,-2.554122,-6.745786,-4.438311,-2.866145,8.218951,4.609849,-2.215338,-1.461391,7.388571,-18.55689,1.219489
-10.55471,0.6040483,-3.407088,9.551498,-0.7804584,-2.78073,-8.341555,-0.000143434,0,9.171254,-2.696695,-38.13329,9.743906,1.207495,-4.648146,-8.168468,-0.005006529,0.0656106,9.502639,-8.378695,-1.414854,2.324311,0.2231628,-2.441762,-12.0846,-1.685424,15.54613,-4.018344,-1.730427,6.336278,4.129388,-3.239818,0,-1.281764,-16.86088,-3.17558,-4.054054,1.718407,0.09278741,21.54486,-2.553637,-6.751278,-4.440561,-2.859923,8.206165,4.611464,-2.21891,-1.454949,7.395366,-18.54528,1.217079
-10.56136,0.6065823,-3.405881,9.565053,-0.7841057,-2.789305,-8.37365,-0.000177585,0,9.196717,-2.698451,-38.12485,9.739828,1.208493,-4.662117,-8.163443,-0.004999699,0.06255726,9.506982,-8.38151,-1.396758,2.308256,0.2254441,-2.445446,-12.09347,-1.695096,15.54149,-4.00536,-1.730653,6.32968,4.119939,-3.240447,0,-1.270416,-16.8503,-3.171385,-4.017028,1.723065,0.08622923,21.5376,-2.55279,-6.749216,-4.431201,-2.858417,8.212067,4.612908,-2.217694,-1.455891,7.384082,-18.52107,1.211762
-10.56477,0.607074,-3.404558,9.571422,-0.7868037,-2.797784,-8.389979,-0.000143434,0,9.210106,-2.698847,-38.11594,9.739809,1.209381,-4.669548,-8.16556,-0.005020189,0.0656106,9.512812,-8.383463,-1.388326,2.29925,0.2267759,-2.451042,-12.10069,-1.700765,15.54012,-4.000908,-1.7328,6.313622,4.119559,-3.236963,0,-1.267331,-16.84552,-3.169842,-4.001593,1.730879,0.08392937,21.53027,-2.552681,-6.746397,-4.425938,-2.858485,8.217251,4.616219,-2.216711,-1.457368,7.379243,-18.51515,1.210146
-10.57308,0.609287,-3.401855,9.586321,-0.7913457,-2.818973,-8.424293,-0.000163925,0,9.237291,-2.700889,-38.09367,9.739627,1.209845,-4.691144,-8.167435,-0.005027019,0.0656106,9.523303,-8.38793,-1.365014,2.284562,0.2267759,-2.445926,-12.09341,-1.70653,15.53641,-3.995275,-1.743272,6.308267,4.118656,-3.224362,0,-1.264085,-16.83763,-3.167865,-3.971284,1.757613,0.05233916,21.53567,-2.551868,-6.746397,-4.420491,-2.851629,8.199656,4.627916,-2.219101,-1.445097,7.36852,-18.51295,1.207394
-10.57948,0.6108443,-3.397939,9.595975,-0.7960176,-2.833449,-8.450708,-0.000163925,0,9.259476,-2.702433,-38.07934,9.737487,1.211689,-4.708816,-8.167868,-0.005081661,0.0656106,9.530298,-8.394842,-1.349152,2.264081,0.2310653,-2.441521,-12.08858,-1.697603,15.52413,-3.976655,-1.748428,6.325616,4.106132,-3.216944,0,-1.260519,-16.82555,-3.163164,-3.922812,1.767052,0.01978234,21.5386,-2.553104,-6.739067,-4.402331,-2.845926,8.186419,4.627662,-2.228055,-1.428755,7.364471,-18.51926,1.205772
-10.58197,0.6109877,-3.395979,9.598618,-0.7982305,-2.836901,-8.460672,-0.000157094,0,9.269213,-2.703444,-38.07619,9.736154,1.212973,-4.715052,-8.16866,-0.005068,0.0656106,9.534856,-8.398394,-1.342463,2.254464,0.2343848,-2.441441,-12.091,-1.697623,15.52367,-3.971087,-1.745292,6.330985,4.104701,-3.219478,0,-1.264549,-16.81964,-3.161059,-3.892293,1.757968,0.01978234,21.53733,-2.553999,-6.73665,-4.393023,-2.846889,8.188229,4.625418,-2.230931,-1.431628,7.365777,-18.5228,1.20561
-10.58911,0.6101339,-3.39373,9.606418,-0.8039542,-2.850874,-8.480981,-0.000170755,0,9.288868,-2.704325,-38.06516,9.738052,1.216375,-4.724598,-8.175171,-0.005095321,0.06852804,9.545302,-8.406174,-1.333395,2.242016,0.2380662,-2.440078,-12.09312,-1.7053,15.53007,-3.975325,-1.738213,6.325807,4.115469,-3.227237,0,-1.266714,-16.82019,-3.160007,-3.835634,1.738816,0,21.53568,-2.551724,-6.742471,-4.382936,-2.853276,8.196801,4.626942,-2.227454,-1.451043,7.3686,-18.52765,1.205934
-10.59723,0.6119508,-3.392807,9.620997,-0.8069117,-2.866213,-8.511839,-0.000157094,0,9.311922,-2.704659,-38.05542,9.736639,1.217249,-4.731807,-8.172746,-0.005108981,0.06852804,9.553331,-8.409725,-1.324856,2.234145,0.2436875,-2.446007,-12.09641,-1.718257,15.53571,-3.978526,-1.73517,6.298138,4.117467,-3.228146,0,-1.269954,-16.82816,-3.160626,-3.796895,1.71297,-0.01978234,21.53234,-2.550816,-6.749419,-4.376093,-2.855745,8.18075,4.624655,-2.229681,-1.435314,7.381238,-18.55924,1.210146
-10.60001,0.6123811,-3.393615,9.625165,-0.808066,-2.872967,-8.524013,-0.000157094,0,9.321077,-2.706578,-38.05244,9.73462,1.217672,-4.733131,-8.172578,-0.005108981,0.0656106,9.556684,-8.411672,-1.321602,2.233181,0.2469387,-2.447526,-12.09615,-1.724288,15.53817,-3.978821,-1.734945,6.289785,4.114517,-3.22874,0,-1.265323,-16.83127,-3.159325,-3.7876,1.702643,-0.01978234,21.53311,-2.551964,-6.754299,-4.377212,-2.856567,8.163756,4.623681,-2.230569,-1.419411,7.384692,-18.55776,1.209984
-10.60569,0.61303,-3.393384,9.631598,-0.8087695,-2.872149,-8.545965,-0.000143434,0,9.339214,-2.711428,-38.06045,9.730802,1.218239,-4.7364,-8.173467,-0.005149963,0.06255726,9.566697,-8.415893,-1.315071,2.232217,0.2504152,-2.444806,-12.0929,-1.737545,15.5381,-3.974931,-1.738888,6.29292,4.102458,-3.228583,-0.02797646,-1.259898,-16.82449,-3.155481,-3.785118,1.692473,-0.02797646,21.54264,-2.553316,-6.761931,-4.381326,-2.858828,8.128137,4.625884,-2.224524,-1.413193,7.362127,-18.57192,1.203498
